Trigram,polish,czech
"66,2,1
yeg,3,1
nry,5,4
"ps,12,11
iąt,297,1
yśk,2,1
zni,1212,83
oją,667,1
ć €,2,1
y z,2036,315
ć z,3,1
a č,1,133
vóz,1,23
á v,1,324
vůr,1,3
abę,21,1
s ř,1,20
8 d,4,1
cie,6453,79
yřm,1,7
láď,1,3
tit,7,277
jir,5,1
-it,1,2
lyz,1,2
izg,8,1
śru,19,1
ční,1,199
ią",4,1
ąży,114,1
rę ,2,1
peu,3,1
náu,1,3
vdo,1,25
hrv,2,1
dwz,4,1
dý ,1,241
apí,1,88
75 ,5,1
rwi,132,1
agó,4,3
oco,26,12
ěčn,1,45
mpu,228,5
jdo,12,37
uln,5,4
re”,2,1
mn",2,1
nín,1,3
ępu,69,1
blo,71,68
rąc,265,1
1 l,4,1
sni,10,90
elż,10,1
nov,2,654
bhá,1,2
"lu,190,3
růj,1,7
nos,420,658
ka‘,1,2
top,176,71
awy,343,1
das,149,3
) w,7,1
łąb,15,1
ic',2,1
 43,2,1
ams,68,5
é š,1,50
z v,1,114
epo,140,446
„bu,1,3
utv,1,5
amk,257,45
eop,6,27
nóg,9,1
miv,1,2
co ,3256,2517
ěto,1,32
00c,2,1
izę,4,1
kbe,1,8
dę",4,1
(pi,2,1
rál,1,266
śćm,12,1
jus,27,1
kóz,2,1
ężó,3,1
jme,6,200
ail,56,33
o w,2926,5
goś,368,1
kej,13,132
00z,2,1
váh,1,72
e“ ,1,2
ńci,23,1
udu,45,411
run,135,8
srb,1,7
jná,1,16
ípn,1,4
yk ,163,44
koť,1,4
o ',2,3
uań,2,1
kře,1,22
adt,24,1
k-a,2,1
pme,1,2
amó,106,1
ejz,6,5
žlo,1,5
ď ž,1,9
žli,1,66
7% ,2,1
zum,619,225
ksm,2,1
taž,1,35
erb,192,2
zyź,60,1
čtu,1,43
ečk,1,33
umř,1,47
wę ,148,1
-30,2,1
łow,1540,1
 žv,1,6
šky,1,76
илс,1,2
iče,1,264
rłs,2,1
lez,44,87
 oh,11,94
yhý,1,14
ąść,51,1
­ko,2,1
ałą,165,1
mój,1012,1
acy,503,2
ażu,29,1
ráh,1,19
ucę,6,1
půl,1,63
 lg,2,1
pík,1,13
wuj,250,1
oču,1,2
fát,1,3
odę,213,1
děj,1,349
fkę,2,1
ěžm,1,2
uj ,305,83
piw,137,1
ákn,1,2
"aw,2,1
-55,2,1
ošn,1,8
otl,9,6
our,5,27
c g,33,2
¨vi,1,2
žač,1,4
m k,881,376
pst,45,3
icr,5,2
děp,1,49
upł,24,1
zur,64,1
"v ,1,120
én ,1,3
píř,1,8
mar,3013,1742
|na,2,1
żis,2,1
“ne,1,3
dań,54,1
esm,8,144
ćpa,4,1
zoo,51,17
tyd,208,46
600,10,1
ęły,66,1
kar,973,78
'ja,2,1
niś,152,1
yao,2,1
rýz,1,2
šef,1,2
szl,238,1
sor,41,17
ó j,1,2
ada,1855,223
drg,4,1
ýně,1,16
ťár,1,2
kę ,741,1
śpi,498,1
oň ,1,42
ybo,86,17
mýd,1,12
cty,1,3
nal,913,342
‎še,1,2
ki",6,1
ałe,4838,1
oez,9,3
ux ,5,3
ę d,1629,1
jąd,10,1
w r,325,1
ojś,35,1
 „h,4,4
sć ,3,1
tab,47,23
318,2,1
yśm,228,1
; d,3,3
wag,308,1
oťá,1,7
ops,15,19
vej,1,223
kup,922,154
"śp,11,1
nib,7,1
cje,258,1
męd,2,1
 bů,1,11
drť,1,2
 vi,16,491
"lo,14,14
atn,490,284
dbá,1,3
"wi,700,1
yjí,1,15
roź,21,1
ais,14,3
ozv,1,206
źno,103,1
d 6,2,1
 bí,1,82
ufn,9,1
scu,120,1
ł 7,2,1
%to,2,1
 be,836,374
xce,2,1
ést,1,56
o “,1,2
zho,1,226
on ,2879,234
ę l,2,1
"rá,1,105
zov,1,63
ížd,1,49
ę „,12,1
dźe,2,1
» «,2,1
sňa,1,6
 ag,21,13
dyś,279,1
tůl,1,69
r d,35,22
ě š,1,41
ebą,2,1
azc,6,1
r g,6,1
eďk,1,2
oků,1,6
iát,1,2
„pa,3,1
m 7,3,1
x p,3,2
ału,155,1
a (,7,2
nsl,1,2
rum,108,23
m c,1672,356
ę w,2122,1
lub,1911,64
ibr,11,12
wóź,9,1
rre,6,1
mpá,1,5
ojb,2,1
x t,2,1
agę,142,1
žez,1,4
íst,1,516
ese,83,222
gvi,1,5
nýh,1,2
ůně,1,4
r-s,2,1
itě,1,194
ýva,1,205
nýc,1,100
ywc,22,1
ądą,3,1
"sh,5,5
rąg,30,1
bzd,19,1
prs,1,36
wyy,2,1
úče,1,44
"zt,1,22
rzé,1,2
šku,1,93
 cy,71,5
npi,2,1
hýb,1,22
wiw,7,1
 §4,1,2
s"t,2,1
008,4,1
okr,419,171
ezb,54,31
ivn,1,121
ušn,1,22
chč,1,2
suy,2,1
raž,1,119
zwr,110,1
męż,367,1
ísl,1,57
łak,128,1
i w,1573,3
dką,56,1
ymy,212,12
eii,2,1
oli,1154,929
ca‘,1,2
ín ,1,22
ecę,21,1
raš,1,68
čmá,1,3
yšm,1,2
dwy,24,1
ati,20,409
"aż,4,1
svl,1,15
aap,3,1
ęsi,65,1
„bi,4,1
iął,154,1
h 8,2,1
tvy,1,3
uzi,59,16
zah,4,194
adý,1,55
"mł,11,1
odl,130,293
nuł,3,1
ykó,123,1
: §,1,2
“"u,1,2
yok,16,3
eof,3,1
yvs,1,2
woo,12,4
rpn,19,1
éfe,1,6
 io,3,1
jwc,4,1
kao,4,4
ikc,12,1
jci,540,2
rcu,29,2
 15,30,4
 pí,1,170
rdá,1,15
li ,2738,2532
útu,1,4
š t,1,271
dtw,12,1
sau,6,6
żmy,12,1
„on,3,1
yšn,1,27
uct,3,11
hat,56,282
ąt ,52,1
"á ,2,1
oz ,2,6
mů:,1,2
mád,1,16
zev,1,5
cec,54,10
ii:,2,1
ydr,17,20
oem,2,1
keč,1,3
5 j,4,1
 šp,1,296
fl ,1,2
iźn,22,1
ybě,1,51
vuk,1,24
d-ó,2,1
ože,1,287
pož,1,237
ké ,1,725
ądł,2,1
fre,24,7
jbi,4,1
ujś,2,1
guł,36,1
"jo,37,6
ták,1,51
upř,1,39
al",1,2
syj,41,1
ąba,7,1
í k,1,321
ým ,1,470
zęp,4,1
-se,2,1
ízd,1,33
štk,1,3
ktá,1,4
cao,3,1
rgá,1,3
ll",2,1
ta;,2,1
t 5,5,1
nž ,1,3
keš,1,4
ycí,1,6
rié,1,9
 łż,2,1
ólm,2,1
-19,3,2
101,2,1
nší,1,34
odý,1,9
rsj,20,1
uin,15,3
"ch,837,491
hed,2,3
żié,4,1
á a,1,79
 §1,1,2
é r,1,161
łęc,2,1
ias,768,3
ś u,103,1
''j,2,1
ny/,3,1
isę,3,1
ąką,3,1
ohi,2,1
rťa,1,2
evů,1,2
eid,4,1
žno,1,62
amą,39,1
sér,1,6
ega,641,15
zł ,104,1
trp,2,113
č b,1,61
rýp,1,4
řče,1,3
si-,1,2
lfo,4,5
lis,857,82
 má,4,1480
eču,1,7
5 i,2,1
se;,1,2
 (p,5,1
sły,695,1
žňu,1,11
yci,1419,1
y s,2837,977
v j,1,144
leż,593,1
i g,290,6
baš,1,2
íbe,1,74
' t,4,1
ąga,67,1
brý,1,232
esv,1,88
a/p,2,1
ytr,100,47
on”,2,1
arm,183,72
ś ż,25,1
árt,1,39
włó,19,1
lął,3,1
sąd,368,1
hdi,2,1
 ab,389,1039
0 €,1,2
šeř,1,3
awk,92,1
cdo,3,3
płe,30,1
dtí,1,61
zež,1,2
bis,375,2
meť,1,2
ýsl,1,37
pen,62,567
łpę,3,1
in-,2,1
 44,2,1
m/b,3,1
aší,1,95
tcí,1,2
ś w,659,1
gzi,5,1
998,4,1
uzz,2,3
nun,3,1
b m,43,17
uňk,1,7
zą),2,1
ůra,1,12
ría,3,2
išp,1,2
a:s,2,1
"wy,514,1
ręg,13,1
1 ż,2,1
ámo,1,16
obi,4973,121
cpě,1,5
0 b,3,1
heř,1,3
táj,1,4
z c,653,27
s -,3,3
etr,292,100
a 9,4,1
“co,1,2
xil,1,3
ouř,1,178
oky,15,93
nkc,39,6
chs,6,1
sh ,6,3
t 9,3,1
á 6,1,2
1 w,2,1
elw,2,1
akž,1,40
wib,3,1
iča,1,24
"čí,1,45
gab,19,1
gia,53,1
óżo,92,1
uah,2,1
ázk,1,178
vač,1,35
tia,28,2
rłą,3,1
usr,1,3
á d,1,256
aua,1,2
 47,6,1
mma,2,3
zsm,3,1
„te,2,1
nur,30,1
ře ,1,294
ś 1,8,1
obc,206,67
som,9,1
74 ,2,1
amž,1,39
iór,75,1
rž ,1,22
 ny,5,25
ě d,1,229
bió,14,2
ań ,210,1
5 c,5,1
bci,186,1
ześ,598,1
 fi,557,201
oik,8,1
7 z,2,1
“ „,1,5
ułe,87,1
szr,3,1
vyu,1,52
gło,828,1
fan,74,15
nuk,11,3
otb,1,35
nka,361,94
- n,23,9
xon,5,1
ěrč,1,3
zů ,1,4
šič,1,3
zód,11,1
edw,98,2
ačn,1,61
it ,9,1279
zpá,1,44
enę,59,1
cré,2,1
rád,1,1229
r"k,2,1
t j,676,426
ngl,96,255
ude,362,1227
$ i,2,1
átr,1,6
uel,2,3
ż r,51,1
23 ,5,1
jró,3,1
các,2,1
iž ,1,81
ulа,1,2
dčí,1,11
"rę,5,1
ź m,34,1
ehý,1,2
ťas,1,172
duí,1,2
mcc,4,1
liž,1,62
třo,1,6
w 6,2,1
atý,1,110
yk",1,2
jwi,98,1
ujt,1,48
ěkn,1,46
eńz,2,1
"łż,2,1
rdí,1,35
ku),2,1
imó,2,1
jah,2,9
švi,1,10
oło,391,1
z” ,2,1
bku,4,6
e'e,4,1
cyp,13,1
/ z,2,1
-in,3,1
bej,77,22
dvd,7,1
věk,1,243
gów,49,1
ife,8,6
již,1,60
mět,1,69
vy ,4,178
žíc,1,16
no“,1,3
179,1,2
dąć,2,1
pon,977,244
 ud,379,1026
uzę,4,1
všu,1,19
dýl,1,9
elá,2,67
zca,4,1
""e,6,4
fil,323,140
w e,75,1
eig,2,1
svý,1,220
vst,1,183
nč ,1,3
eźw,9,1
zmu,78,20
iąg,719,1
din,24,579
"tł,10,1
002,3,1
dią,9,1
noš,1,3
ref,39,24
záž,1,6
ł ł,26,1
ba”,3,1
 'o,3,1
ę f,119,1
vin,4,267
jmé,1,151
mdł,8,1
„bo,2,2
mco,3,29
tuř,1,6
ssh,4,1
rat,660,488
wiż,4,1
zeź,24,1
v g,1,9
ózň,1,4
czt,252,1
jka,69,8
líž,1,123
mśc,4,1
esu,246,56
vtr,1,4
amv,1,8
ńcz,930,1
ivl,1,5
vik,1,5
biż,9,1
ndo,35,11
lýv,1,2
ńce,146,1
j ż,67,1
"x ,2,1
dky,1,75
ím;,1,3
 ks,1093,3
et ,426,559
ędn,101,1
moj,1836,571
w w,493,1
ge ,24,3
"sn,2,45
yvá,1,10
tvu,1,7
jsp,1,51
aje,874,249
l“ ,1,2
axe,1,4
ynd,2,20
át ,1,525
uls,7,3
my/,2,1
e ó,4,2
sig,3,4
ł"",3,1
zák,1,81
dež,1,20
rkl,1,2
złe,312,1
keg,2,1
ivt,1,2
tné,1,155
ď d,1,16
199,19,3
mps,2,1
afí,1,3
paś,26,1
e)",2,1
bhu,2,1
aße,1,2
mtą,21,1
"pš,1,4
ć t,1491,1
t q,2,1
eży,421,1
tki,1083,1
lce,56,49
mrs,1,3
"łą,3,1
9 s,4,2
""i,37,6
 ša,1,122
řín,1,17
s a,18,36
ádc,1,14
jeź,179,1
roň,1,2
cht,13,712
ajó,46,1
gic,68,25
í j,1,427
wde,13,1
kip,13,1
rč ,1,6
lk-,2,1
yam,19,2
mak,143,7
rmě,1,23
ush,21,5
áua,1,2
éct,1,26
yts,6,1
 pr,13079,4428
(no,2,1
cad,1,19
ł o,469,1
jča,1,21
ibn,1,3
káz,1,191
młó,2,1
 „t,22,4
yńs,13,1
dyž,1,657
š d,1,179
čí ,1,175
łpy,13,1
ys ,14,491
ubí,1,9
55 ,2,2
měm,1,5
b g,12,1
lsa,2,1
ńmi,4,1
sto,2228,1267
ví ,1,363
krv,1,22
žci,1,2
em;,5,1
6:0,2,1
ąbą,2,1
ýtv,1,10
ťal,1,6
 16,20,4
dig,4,1
aga,401,4
lte,7,22
aea,2,1
ssy,2,2
lák,1,42
orá,1,48
"za,814,258
zdá,1,264
m ż,204,1
zol,15,12
ała,3542,1
kec,20,8
4 r,6,1
ozż,2,1
jad,470,12
"mę,22,1
lks,2,1
igl,2,2
zác,1,59
orł,4,1
czż,2,1
odw,465,1
 rę,353,1
dco,2,1
řat,1,56
zue,1,2
nce,145,282
užk,1,39
vzk,1,4
ydn,19,10
dźm,175,1
​​t,4,1
ůlč,1,2
eos,15,2
iom,129,1
růs,1,18
) =,2,1
apu,89,32
usu,68,48
iub,3,1
 tř,1,516
yfo,1,10
eha,1,3
ug ,71,1
sce,255,14
ěhl,1,28
uďm,1,4
"et,1,2
ži ,1,45
ulý,1,63
čkl,1,4
lu“,1,2
 ně,1,1509
róc,572,1
-ta,2,1
m'a,46,1
ókj,1,2
eef,6,1
0 $,2,1
šmi,1,2
šů ,1,3
c"c,2,1
(ca,2,1
éně,1,43
""/,2,1
h ř,1,16
woi,692,1
r ś,5,1
ěnn,1,5
ě m,1,304
ídk,1,57
 oč,1,168
 ul,413,74
pęn,2,1
íhe,1,2
sař,1,9
dbí,1,3
etę,139,1
zůr,1,2
jod,4,2
dph,1,2
 zc,1,9
-go,3,1
chř,1,9
doo,35,34
(cz,4,1
ok',2,1
kev,2,20
ík ,1,114
íhl,1,6
"wą,26,1
áhi,1,2
mly,1,2
osl,2,499
heu,1,2
can,26,7
údo,1,7
 4 ,8,1
viň,1,17
ędk,46,1
á u,1,54
ijm,38,25
iją,42,1
ji ,366,1302
ałm,3,1
ěcu,1,2
mki,17,1
šaš,1,3
sod,3,3
"tí,1,6
jns,1,3
ň b,1,13
ymý,1,2
hlá,1,44
6:2,2,1
7:3,6,2
yb:,1,2
cół,2,1
ipę,2,1
chň,1,2
y-s,2,1
 lż,3,1
hwy,69,1
żpo,2,1
por,1360,283
luž,1,63
tej,993,222
jtě,1,6
“te,1,2
ů (,1,2
rtp,1,3
wny,359,1
lmó,9,1
eż ,465,1
j 3,4,1
eš",1,2
tiż,2,1
suu,2,1
) -,2,2
ihn,1,55
nma,3,1
uzg,11,1
íke,1,128
ovz,1,6
éza,1,2
ckm,2,1
t ‚,1,3
nže,1,111
zy ,6316,117
m1 ,2,1
twm,3,1
tił,2,1
wzd,31,1
esw,5,1
wóc,113,1
0"",1,2
 (n,4,3
krw,69,1
g -,2,2
u 8,2,1
lig,123,12
vyt,1,49
bsc,1,4
ířa,1,54
"kd,1,664
pým,1,5
ś z,619,1
vko,1,16
ožo,1,24
ňup,1,2
zg ,7,1
 ďá,1,10
bża,2,1
yra,173,19
ůhl,1,3
uro,571,19
183,2,3
"ws,276,1
ęgo,22,1
zo",2,1
asé,1,3
afů,1,2
lux,1,4
łki,231,1
ž š,1,9
oya,3,2
tru,642,99
rná,1,50
cke,2,5
ješ,1,970
oja,952,11
 ue,3,1
umá,2,3
- ž,1,2
buň,1,4
ń k,16,1
óżc,5,1
ger,55,9
íc;,1,2
ďáb,1,12
ą 2,4,1
no ,1329,574
stá,1,797
etb,1,15
íčn,1,3
mrz,81,64
zgr,49,1
lcí,1,2
ed ,456,410
alv,3,2
ił ,2282,1
gię,33,1
d u,68,23
'ów,2,1
uhý,1,62
žlu,1,23
ssa,36,2
jdr,8,1
m —,1,2
ý) ,1,2
976,5,1
zpu,17,6
cri,3,2
údr,1,2
200,32,8
vyz,1,69
hot,278,207
„go,3,1
alů,1,4
 „1,2,1
yhr,1,134
urm,25,2
 np,5,1
blý,1,6
yro,68,57
ocz,1641,1
bet,65,16
usm,5,55
křa,1,2
tůr,1,4
xič,1,2
cap,4,2
wśl,2,1
 mż,3,1
whi,20,6
etą,92,1
"ju,104,5
enh,12,100
hów,24,1
em ,10228,6129
a-a,2,1
ęga,41,1
ość,1214,1
dyw,65,1
rsa,22,2
rai,24,1
ivě,1,62
ělé,1,21
čur,1,5
"ví,1,315
iob,11,1
éde,1,2
dyt,57,2
wzw,2,1
nao,14,15
mi;,2,1
ekz,1,4
ogą,165,1
věm,1,24
ńsn,2,1
' j,1,2
b 3,2,1
"«j,2,1
08 ,5,1
je;,3,2
uhů,1,3
mam,2291,15
itz,4,4
"un,7,2
jís,1,119
žší,1,36
ecó,7,1
ent,1053,619
jws,3,1
ávš,1,25
mih,2,3
íně,1,23
žij,1,252
zśm,10,1
má ,2,1288
epk,12,2
maf,2,3
f t,8,1
aya,7,1
kąd,212,1
ght,3,2
"ul,6,7
tve,1,19
alm,13,2
wuo,7,1
ofr,4,2
xpa,1,2
zdw,4,1
"žá,1,22
mln,12,1
nyw,34,1
fig,11,4
 dž,1,31
ułt,8,1
ś p,2,1
sną,181,1
rpk,4,1
iny,467,427
„ba,2,2
"tw,54,1
ean,43,5
 ču,1,5
 ju,2,1
olc,18,2
ecz,2377,1
mu ,1560,947
ípi,1,2
é f,1,42
ž f,1,4
x s,1,2
řed,1,755
ck ,38,7
jču,1,5
 mš,1,2
tše,1,2
ytu,266,17
urt,65,8
oř ,1,2
629,2,1
""l,53,17
bos,473,207
f -,2,1
lcz,136,1
dův,1,143
os:,2,1
pry,87,54
ůdy,1,3
ébk,1,2
špl,1,6
d' ,1,2
ovu,1,148
"ne,6,2087
utę,19,1
tot,54,153
tm ,3,1
piv,1,98
neś,302,1
bąc,2,1
yj ,83,9
łog,70,1
ete,161,586
ąć;,2,1
dny,562,80
 6%,2,1
rýv,1,23
er:,4,1
ržd,1,2
żeć,11,1
níd,1,73
uče,1,84
áj;,1,2
mik,121,29
ozc,51,7
n-o,2,1
čem,1,152
"le,102,22
mot,166,112
chů,1,86
v 3,1,2
koz,21,21
ą f,68,1
úlo,1,7
asv,1,7
znn,2,1
 aw,28,1
řeď,1,2
lvů,1,3
 dř,1,117
ni ,1604,913
zjo,4,1
nko,67,57
vků,1,5
ztá,1,14
łej,123,1
ůžo,1,26
/"",2,1
rtů,1,3
výb,1,41
n"",6,3
íri,1,2
 su,506,92
: -,3,1
líč,1,131
ój:,2,1
zża,2,1
zlá,1,7
 řá,1,9
-ma,24,7
t 8,3,1
ano,905,163
276,2,1
těň,1,2
eść,617,1
wło,325,1
 1),2,1
o b,1945,891
asý,1,2
évy,2,1
mła,2,1
pkę,59,1
"um,48,29
 tą,139,1
kre,375,89
nsu,93,1
va",1,3
ć 0,2,1
muś,26,1
"ly,1,2
žet,1,188
šud,1,19
18t,1,2
zin,884,63
 źd,2,1
„br,3,1
żpó,2,1
żuż,2,1
“"b,1,2
důc,1,15
łyś,105,1
bję,8,1
dz",2,1
vká,1,4
ezę,64,1
bas,127,20
tłę,2,1
osł,355,1
hes,6,16
 (+,2,1
"ti,3,18
řčí,1,3
 m1,2,1
h š,1,34
ímt,1,15
fgh,1,3
ekł,210,1
'ow,23,1
fka,3,2
 ta,3697,2628
wow,200,1
ftw,1,3
krt,1,13
tép,1,2
áhe,1,44
dad,8,7
piu,7,1
 są,1863,1
any,1231,27
rďt,1,3
dé ,1,280
" b,2,1
rya,2,1
-tu,2,1
irg,3,1
 čá,1,44
pąk,4,1
fly,1,2
cyd,179,1
řou,1,6
gba,2,1
anz,2,3
""g,74,3
itý,1,40
křu,1,2
elę,114,1
boz,9,5
aan,15,2
gue,6,1
zmą,3,1
šťa,1,186
"sň,1,2
ćur,2,1
gga,2,1
 zř,1,47
 ea,3,2
mer,420,108
ida,73,36
stm,7,13
ąbę,2,1
zíl,1,15
 vb,1,3
á w,1,4
dip,1,2
fla,53,9
z y,5,1
lář,1,59
nův,1,3
auš,1,2
ilt,9,4
 úč,1,64
n 1,4,2
jtę,2,1
rlo,59,5
"mn,10,22
cal,154,6
idá,1,22
ugę,24,1
emś,2,1
 1%,2,1
rví,1,9
rép,2,1
řvi,1,4
eśz,2,1
98 ,2,1
acę,325,1
rdě,1,16
 há,1,45
i; ,4,3
ýbá,1,10
 kn,14,558
bóż,5,1
edn,931,1044
lnn,1,2
íči,1,19
ayf,3,1
ázd,1,106
uři,1,90
"‎s,1,2
aq ,1,2
ied,6155,1
jít,1,742
błą,136,1
iaż,41,1
lčk,1,7
jry,1,8
goź,3,1
šle,1,111
k w,508,1
s b,62,107
odc,229,87
zyb,673,1
cka,70,19
nge,11,3
aze,409,70
(o ,2,1
ząz,2,1
eřm,1,16
 fr,2,1
wym,670,1
at ,546,1547
awc,83,1
uop,3,1
g a,3,1
idl,4,122
ndę,14,1
lus,140,41
ěla,1,2071
šan,1,55
ago,109,13
hým,1,18
čič,1,12
a'v,2,1
laf,7,1
o) ,3,1
iňo,1,8
 a ,491,1603
keb,4,1
opó,68,1
ułb,2,1
zív,1,8
oho,72,984
ežn,1,2
kio,195,3
ć e,32,1
lob,16,135
aďt,1,7
chž,1,5
eżo,28,1
rył,66,1
ras,700,39
hlt,1,4
nął,528,1
isc,16,3
: n,8,3
y ć,4,1
dub,2,12
voj,1,653
“"k,1,2
"ús,1,2
tiz,1,28
"šv,1,4
hve,1,5
 vý,1,297
nír,1,2
​wi,3,1
y-c,2,1
tib,1,6
źdź,15,1
e-u,1,2
"zu,16,3
raj,1136,226
eu ,2,2
cla,3,5
mbá,1,2
ozo,148,138
flá,1,6
ила,1,2
jac,765,14
w 2,16,1
 ml,164,788
ein,23,17
čás,1,46
žu ,1,279
złą,38,1
ak",3,1
lhá,1,48
nez,12,691
dżw,2,1
ämr,2,1
âni,2,1
tač,1,115
n w,418,5
213,2,1
"by,367,254
amt,223,45
„ya,2,1
 šť,1,143
ť z,1,8
iš ,1,216
 he,206,144
bwą,2,1
š u,1,64
juk,11,2
bsi,3,1
u ś,52,1
ozy,145,9
duo,5,1
zsi,11,1
bím,1,12
ýho,1,19
grą,17,1
čne,1,22
ży",2,1
veb,1,2
cja,701,1
r m,56,45
aor,7,2
ahy,2,38
oc”,3,1
o ć,10,1
sst,1,2
ytę,36,1
hiw,9,1
 bł,356,1
) t,1,2
 97,3,1
ůla,1,3
łeś,1784,1
u; ,2,3
chi,296,37
 €1,3,1
ohá,1,40
gén,1,11
głb,387,1
rču,1,3
flu,3,1
ztu,212,7
"úp,1,5
ídc,1,2
1 o,1,2
dus,100,15
uśc,160,1
pèr,2,1
ójn,17,1
___,4,4
ksu,44,3
„my,2,1
odj,140,95
c -,2,2
ę i,421,1
zat,363,169
 ef,21,9
isł,19,1
épe,1,94
łoż,453,1
§3 ,1,2
í 8,1,2
još,1,5
kąs,18,1
věs,1,30
šup,1,7
zgo,172,1
776,2,1
óp ,13,1
fér,1,14
isb,2,1
zyd,335,1
rlů,1,3
pik,60,11
iwy,411,1
bá ,1,18
ntá,1,24
ělá,1,592
9-3,2,1
 dą,10,1
óln,171,1
avl,1,12
esů,1,4
ujc,21,1
ř c,1,2
0 f,4,2
ę 1,19,1
nih,2,498
tín,1,15
ć c,2,1
pěj,1,19
s’ó,2,1
awą,54,1
náp,1,106
fuz,4,1
ję(,2,1
štý,1,2
oźb,9,1
áte,1,602
 cr,4,1
hst,3,1
lys,3,3
31 ,2,1
za ,3084,786
 96,2,1
enč,1,24
ptę,2,1
"sk,107,38
olu,178,250
toł,51,1
"ao,3,1
]"t,2,1
tur,431,44
buw,2,1
ílá,1,22
you,11,6
hir,36,9
ril,16,6
– j,3,2
děš,1,4
kád,1,2
fau,3,1
ąż ,259,1
rts,3,1
h f,32,8
łlo,11,1
kłu,15,1
ved,1,330
ł g,231,1
ąka,34,1
dár,1,71
ezu,62,9
ouz,1,414
hoł,5,1
azł,247,1
šlu,1,8
rug,239,2
zi:,2,1
óbi,3,3
óy ,2,1
váž,1,193
nkč,1,3
ažď,1,3
mił,412,1
r 1,4,1
réh,1,47
jge,1,2
tch,54,11
řů ,1,3
šlo,1,47
mne,93,139
 gw,138,1
łąz,2,1
wko,104,1
lti,1,2
mhí,2,1
'ne,1,2
"wt,7,1
muç,3,1
nip,3,6
ve',3,1
ýčk,1,3
hcí,1,6
vař,1,102
pue,6,1
bel,40,34
yż ,88,1
oča,1,72
ayl,61,31
sdz,2,1
lé",1,2
972,4,1
e 8,2,2
ze",3,1
héh,1,20
dłó,22,1
tep,49,87
péc,1,9
ć m,714,1
i u,319,319
żdż,169,1
asą,9,1
oju,449,11
íve,1,170
vaš,1,221
iit,2,1
sfe,22,1
š n,1,209
jk ,4,1
ji(,2,1
l ú,1,21
kuz,38,4
nof,5,10
jíz,1,27
 ża,384,1
žal,1,27
''k,1,2
lmy,50,26
c v,1,79
"tě,1,22
c a,11,15
nś ,2,1
"są,104,1
inj,12,2
łun,5,1
uc ,2,2
ráč,1,30
ysf,16,2
i-f,3,3
1 d,3,1
vac,1,71
ęci,837,1
(tu,2,1
unt,44,5
rbs,2,3
yšp,1,4
psk,23,10
sja,67,2
"be,41,24
ż ",2,1
fli,18,5
ujn,26,4
pše,1,8
ožp,1,29
ą a,123,1
 pt,109,107
jug,3,3
htý,1,2
ną ,1034,1
zbi,206,69
 ży,1118,1
láv,1,62
eżn,113,1
klý,1,67
sej,10,44
ařk,1,13
éri,1,4
ięł,43,1
- p,40,6
bám,1,11
8 r,11,1
ozę,19,1
y b,1050,363
"ub,11,4
ocą,33,1
nei,7,4
"va,2,23
van,4,214
čoč,1,13
lků,1,3
mný,1,40
ašr,1,2
ézá,1,3
eźd,182,1
ol',2,1
á —,1,2
; t,5,2
élk,1,7
20 ,64,7
kéh,1,68
j l,171,11
óco,8,1
vší,1,33
eo ,8,8
aj ,2338,36
typ,82,7
ýt ,1,485
"bu,23,123
áži,1,58
al-,1,2
… j,2,1
alż,4,1
iv ,1,81
dvo,1,95
sáň,1,2
wis,500,1
wyr,370,1
oil,5,1
suw,14,1
ięw,7,1
ć/",2,1
 gé,1,11
h 6,1,2
aog,2,1
moš,1,2
stý,1,114
yné,1,6
wuc,3,1
ošk,1,60
zag,264,1
gow,120,1
le ,3191,2315
żąc,38,1
ępi,12,1
eló,7,1
stc,21,4
z d,719,78
ułk,18,1
ěl ,1,1834
dřo,1,5
ryt,317,31
uan,12,2
ekř,1,12
íbá,1,8
šíš,1,26
ięl,26,1
nit,63,283
jby,3,2
m-p,2,1
kuy,2,1
oef,1,2
; c,7,1
ądl,12,1
lpa,2,2
sił,567,1
fów,4,1
uci,591,31
ótc,122,1
go",2,1
zně,1,56
jta,6,2
u ',4,1
ioa,7,1
žit,1,379
akř,1,7
5 š,1,2
— t,1,4
gvo,1,3
ą r,371,1
m b,1150,804
źni,642,1
w b,569,1
""c,282,126
adc,156,11
měď,1,4
 77,2,1
ád",1,2
thy,14,2
t ó,4,1
cor,107,5
lej,433,224
“ ř,1,2
mża,2,1
ź d,66,1
"eh,2,1
‘ j,1,2
tňu,1,5
ýče,1,5
""r,37,41
jí ,1,1523
bub,1,9
iéc,3,1
rł ,158,1
6 r,12,1
err,20,4
c u,24,19
dzm,47,1
 sí,1,25
ętn,193,1
acó,5,1
d 3,7,2
ň v,1,8
łyn,161,1
-at,2,1
 ig,43,24
žup,1,2
erń,3,1
étě,1,14
ař ,1,15
"ha,18,5
eun,8,7
bni,169,20
sby,2,4
vří,1,46
e w,4832,9
ooc,3,1
awl,2,1
oři,1,76
e ł,116,1
род,1,3
šme,1,4
e-b,2,1
dží,1,6
léb,2,38
n u,130,35
yby,574,405
etí,1,63
rmu,46,30
ps ,3,2
onj,1,2
k"",8,2
wel,9,2
as),1,2
é' ,2,1
ozč,1,15
zke,2,1
ív ,1,31
yvn,1,2
rst,182,63
tl2,2,1
eit,3,2
oj ,3,72
b h,1,3
oux,2,2
rą ,271,1
c w,216,1
