Quadgram,spanish,portugese
"ero,2,3
monr,8,8
l af,34,6
asfo,3,1
poer,1,2
nil ,8,10
 3 h,4,13
unet,13,1
alúr,2,2
rlse,17,23
""ão,1,2
¿mir,5,1
edka,1,2
t ec,2,1
pe à,1,3
5 dã,1,2
la"p,2,1
stio,89,58
énde,16,1
daij,2,2
ie"",2,6
ureç,1,4
: vi,6,12
vam ,1,1872
а» d,2,1
mert,20,1
d'al,2,3
cebr,23,1
g el,2,1
cáng,3,1
exib,27,50
anss,3,3
dien,1351,48
bnut,1,2
iúva,1,37
) gr,1,2
urca,29,22
17 a,14,11
s uv,42,28
uus ,2,2
panz,21,14
ut s,3,1
ém /,1,7
 ger,106,708
oyos,9,1
ó dó,18,1
e: n,6,15
dubi,8,6
0% r,3,1
iáng,28,1
ta) ,5,5
" mu,1,2
bray,9,1
ai y,2,1
silê,1,267
seod,1,2
 (to,3,3
: fu,7,3
í be,11,3
¿alm,3,1
id é,1,11
síss,1,15
mal",3,2
seif,1,3
hes-,1,2
"é i,1,63
viag,2,598
d ri,2,1
rijo,33,39
taka,18,10
¡¡¡¡,3,1
"x"",1,2
"aus,2,2
eópa,1,3
padd,1,2
eme-,1,3
amus,8,2
ltio,7,1
lpay,2,1
ia"e,2,1
 mui,1,2
elóm,2,1
ac g,1,2
"los,1158,1
inum,1,9
píca,9,1
sepe,3,2
ats-,1,2
leat,17,12
 ( ^,2,1
dónu,2,1
nuei,1,16
la -,3,1
án ",2,1
í ec,2,1
zá g,2,1
müll,5,3
netú,1,2
lsav,1,2
ió 3,2,1
é mü,1,2
solo,3295,87
suss,1,26
úrdi,1,4
tesa,25,10
tuí ,3,2
la-p,3,1
foit,1,2
dmoe,1,7
sâns,1,7
selb,2,1
miúd,1,21
huto,1,29
oedo,11,8
hago,281,1
orri,728,896
chef,11,298
eflo,2,1
abap,2,1
i-ca,1,2
le b,83,160
n; n,7,1
vado,528,549
e” e,1,2
ry p,307,348
goto,2,18
ugla,2,1
y 4 ,2,1
svir,1,2
ltar,447,1313
ásun,2,1
kibi,2,1
¡¿al,2,1
acén,21,1
rré ,42,1
brá-,1,13
pf d,1,2
xeno,6,5
oh l,2,1
-vin,1,229
"rús,1,2
abin,40,28
llí",3,1
 asb,4,1
cto",5,1
— si,1,8
zo: ,2,2
púst,1,3
cupá,15,4
 hen,28,15
ki m,3,1
'nex,1,2
codi,34,47
én e,1085,1
as¿e,2,1
«¿sa,9,1
igno,367,343
aart,1,2
e 1%,1,3
alá-,1,9
nn e,7,6
r va,134,110
rriz,67,2
mãe ,1,1121
pool,9,6
(dep,1,2
"goz,3,1
maom,1,16
nês-,1,5
dróg,27,4
​ un,2,1
endá,8,70
xent,7,1
omió,263,1
ns"",4,6
holí,3,2
 leo,117,26
faci,147,293
cutu,1,19
n io,2,1
auve,3,1
 - e,22,57
é pr,188,866
 róm,3,1
rã p,1,2
aldi,102,78
oai-,1,7
a tx,2,1
opar,26,22
é 2 ,1,4
ac/d,2,1
esaz,4,2
"«¿p,6,1
9) e,2,2
¿cab,12,1
h ti,6,2
ommy,7,4
cabú,1,5
ão c,1,5893
orgó,6,1
u sa,160,785
u dn,3,3
ir –,1,2
m hy,1,4
s ñi,2,1
púls,4,1
 kli,11,6
l e ,16,468
ço"",1,5
wand,2,2
acoi,2,1
ye g,3,1
próf,6,1
a fl,329,449
s; v,4,7
oll',1,2
sé c,337,12
 «pa,3,1
zes",1,2
lcad,5,2
as>>,2,1
zer ,8,9574
monc,4,3
 ó m,1,12
za’ ,1,2
n ak,3,1
no 2,2,5
9 (m,1,2
cer-,1,66
 ped,1,2
veis,23,688
¿sáb,2,1
7 ca,2,1
plô",1,2
l 56,2,1
ztlá,2,1
e 3 ,23,16
ái a,2,1
jeno,38,1
he"e,2,1
gimb,2,1
o- e,2,1
el: ,5,12
» «s,44,1
e al,1,2
copl,8,4
hóru,1,2
l'"",1,2
qi n,1,2
¿dim,5,1
owit,1,2
865 ,2,1
ua w,1,2
coli,155,117
miha,2,1
 abo,457,207
"vié,2,1
ntêi,1,5
 – ó,1,2
dfun,1,2
eksa,2,1
dmee,2,1
e"o ,1,2
 oul,2,1
ial),2,4
é lu,33,23
 - t,6,10
iba ,510,166
-aqs,2,1
l fm,2,1
méta,7,1
 let,216,252
ô pi,1,2
ínte,16,23
 #24,2,1
"cóm,16,1
sê a,1,5
hnau,4,2
bíti,1,2
dale,209,18
núen,4,1
harl,243,47
 — a,2,36
¡ánd,3,1
ei 3,1,6
¡cué,7,1
6 am,2,1
lpeó,82,1
sate,45,73
-m-m,2,2
tráv,1,9
"lec,2,1
e gh,2,1
ickr,3,1
 peo,385,1
ça'),1,2
fas ,146,93
ibi ,7,13
úper,10,1
nocr,2,3
inse,220,223
góri,9,2
rvé ,6,1
ogré,44,1
ncív,1,16
:ass,1,2
chok,2,1
suer,434,1
 pui,2,2
ok: ,2,1
f ac,2,2
xuri,1,4
ce m,778,220
fídi,1,2
ng-p,6,2
q ad,1,2
o us,416,443
cidó,36,1
fim ,2,619
 can,2,2
bo ",5,7
acús,6,6
esfu,268,2
jurí,6,7
"naq,1,64
síac,9,12
táza,2,1
lael,2,1
xesp,3,1
vêss,1,25
l gu,113,6
-lin,2,5
 dom,688,630
altí,12,14
yene,117,2
 965,2,1
deré,66,1
rbuj,20,1
no ",14,7
úa i,2,1
je j,2,12
"dám,3,1
tli ,18,1
zota,19,1
ça á,1,2
 k-9,2,2
ira-,1,42
ardo,125,198
1 dó,1,2
rróp,3,1
stuf,22,14
 edm,2,3
ulu ,5,3
lais,2,11
o; v,4,26
inçã,1,44
jé u,10,1
pagá,14,9
sla",2,1
medu,14,8
shak,33,34
cem:,1,3
19 o,1,2
e 68,1,3
ccm ,1,2
ñor—,2,1
mã j,1,3
ior:,1,5
— ro,1,2
acec,20,1
buar,1,2
/ (i,1,2
471 ,2,2
bunt,6,3
nswo,1,3
—¡ah,2,1
usên,1,67
lvi-,1,5
eçon,1,6
ny t,4,5
jil ,6,1
vism,4,4
svis,8,1
thri,1,2
ovab,5,1
y lí,8,1
"dim,37,7
- ¿e,2,1
ova:,2,3
ocúp,11,1
ómbr,6,1
iro:,2,8
…voc,1,2
sen ,112,24
pict,3,1
o ór,7,15
 tím,119,159
xáss,1,2
jeas,2,2
"m"",3,2
o sk,1,36
anot,86,105
1 no,1,4
ceam,1,3
""…",2,2
feha,2,1
có c,56,8
érri,8,3
mpli,663,235
luz),1,2
éxta,4,1
bráv,1,8
88º ,1,2
crez,29,1
s— y,3,1
m ls,1,2
exud,3,1
gifs,1,2
3 - ,1,2
ox y,2,1
 fim,3,726
iasc,3,5
 órd,74,1
“pát,1,2
tom ,2,2
""ce,12,12
no/f,2,1
iã t,1,3
trio,43,53
ne u,1609,37
alá",2,1
zeda,1,15
; ge,2,1
biar,554,17
 «cr,6,1
a 6 ,4,2
sar:,1,2
alaf,6,14
tirr,9,8
t ge,2,1
é-la,1,2
ix t,1,2
laxo,5,3
x-jo,1,2
cóho,2,1
s áz,5,2
hur ,5,20
re 7,3,2
ia-i,1,12
i wi,4,1
díge,35,37
ause,211,87
ava;,1,5
higu,7,1
ra ô,1,2
 “¡¿,2,1
ém-p,1,5
relê,1,2
urfi,5,4
mpeñ,56,1
ñigo,3,1
pluc,2,1
nus:,1,2
bipa,2,2
nuja,13,2
maac,3,2
leno,429,61
flum,1,6
hond,30,7
sk s,2,1
cônd,1,3
afá-,1,2
raiu,1,81
é os,51,68
edna,2,1
lidá,2,15
n ét,2,1
a – ,5,61
spi ,1,2
à la,1,31
dá h,3,5
– es,2,7
i” h,1,2
 vir,1,2
spar,356,139
ís r,9,12
5 é ,1,11
ocuc,7,1
riss,2,57
ma p,416,2917
gol ,31,30
o uc,5,3
pelg,2,1
ifil,1,2
üeña,31,1
súpl,5,6
¿ayu,8,1
au-p,1,2
o ó ,1,2
pant,359,107
-¿no,6,1
erea,34,39
azər,2,1
apão,1,532
ê im,1,30
ó ch,9,10
eita,71,1818
7 la,2,1
élat,2,1
ba g,46,4
uiat,13,13
"—du,2,1
ocáv,1,4
xuto,1,3
aó q,1,3
se j,127,375
iezo,37,1
eí s,6,1
"dib,6,1
xos:,1,2
17:3,2,1
 les,2,1
ier;,1,2
di p,16,98
enro,25,99
la"¡,2,1
u 40,1,3
abiñ,3,1
ecop,10,1
t cl,2,4
id e,31,4
areb,2,1
nvés,2,45
épic,10,3
i bê,1,3
 ¡só,2,1
ow h,2,2
yale,4,1
holg,21,1
 1 c,1,2
folg,1,77
mer ,1516,1043
ar j,133,196
 = 2,2,4
'ale,2,2
z-tu,1,2
 trr,2,1
z ho,19,75
moré,32,2
oatí,2,1
letá,2,3
férm,1,2
uesó,4,1
stó:,5,1
rtst,1,2
s sã,1,3693
tagi,62,37
iu f,1,128
é: ¡,2,1
m rã,1,2
pio:,2,2
parâ,1,2
rují,3,1
 à 1,1,4
mo ',1,2
er-p,2,2
rve-,1,10
okóf,1,2
bs t,1,2
ped",2,1
ujim,7,1
d-up,1,2
tt m,2,1
jmeg,2,1
 253,2,1
efêm,1,9
basó,3,1
rt v,5,2
beu ,1,400
mpiñ,11,1
dami,22,1
ciga,131,124
-úgr,2,1
gi-o,1,4
ja à,1,14
sarj,1,4
óide,1,2
m en,307,952
rfan,62,13
"cub,4,3
emec,16,12
rlón,4,1
"mua,2,1
eleá,15,1
ñé t,5,1
hucá,1,18
9 mu,2,1
ió 1,4,1
ecuç,1,13
gurú,3,1
nes”,2,1
s —y,2,1
ano»,3,1
ró e,421,1
obyt,2,1
da à,1,113
vaia,1,8
tro),1,2
a-d’,1,2
etér,5,2
ê en,1,266
phne,1,2
u; f,1,2
tegu,3,2
goan,2,3
ó"" ,2,4
dick,23,13
 — p,4,22
vić ,1,3
fé /,1,2
erst,28,33
nggu,2,1
v na,3,8
eest,5,6
é fã,1,5
"pec,2,4
m ga,44,559
e ur,35,36
ge s,20,18
otox,3,4
ghái,4,1
ncoe,1,10
grim,207,184
"rez,3,8
win ,16,9
on —,2,1
da s,918,1681
so í,1,2
omeó,2,1
1953,3,5
e-ho,2,4
ojat,3,1
nuto,750,705
xitu,2,1
gemi,14,19
xhor,3,1
rtif,129,184
kpoi,2,1
/8 s,1,2
jaco,10,4
n 7%,3,1
otee,6,1
¿año,2,1
"«pa,2,1
lhes,1,727
de a,1,2
wanz,3,3
¿dec,6,1
 buh,9,1
nus ,33,42
joas,1,2
el /,1,9
puto,10,9
ksbu,1,2
onsé,3,1
imán,30,1
údem,14,1
a; «,1,2
enen,1739,132
¡pár,6,1
-ger,6,8
3 tr,1,3
nsfi,5,5
 ést,236,3
ejo:,1,2
011 ,4,5
bolz,2,1
 tiz,36,1
an 1,11,1
)"el,2,2
an v,336,7
viti,12,7
ar ê,1,2
bo; ,1,2
tc s,2,3
lis ,16,14
e 57,2,3
lhid,1,86
ighi,1,2
uhok,2,2
ad ",2,1
 oxa,1,2
ss-u,2,1
m a3,1,3
 moi,108,145
i bú,1,2
uisq,16,1
uréo,1,4
gasp,2,2
sca;,2,1
gano,141,151
oari,1,15
lérg,70,56
cadê,1,120
cusc,11,4
s el,4725,995
id g,3,1
atuz,1,2
herh,1,2
eagi,1,30
-cal,1,4
os c,1,2
irmó,37,1
"à s,1,7
c na,1,2
duol,2,15
afet,61,140
«enc,2,1
“ord,1,2
ñajo,2,1
e rã,1,7
éso ,2,1
h» d,2,1
l; e,8,7
caxi,1,71
lcra,5,2
arés,1,15
re o,126,1509
800 ,5,6
bann,3,1
x; f,1,2
pe-t,1,2
epôs,1,2
lagü,2,1
¡ojo,3,1
varg,3,4
frab,2,1
herm,2729,25
mísi,13,1
 núñ,2,1
 110,7,9
zomi,1,2
leon,72,12
; va,5,7
ix-e,1,2
oj p,12,1
ênsi,1,6
mo-á,1,2
acog,27,1
«pre,2,1
ebad,29,2
ásse,1,63
ito;,3,15
puño,26,1
s jó,162,2
dizo,39,1
lsk ,1,4
i mã,1,3
 hip,153,138
atôm,1,53
rerã,1,14
bduj,4,1
á ác,3,1
itró,15,2
ctet,1,2
inet,64,53
umov,2,1
boar,5,3
l 5%,6,1
uiu:,1,4
radô,1,3
nvit,612,98
 152,2,3
uisa,36,128
050 ,2,2
d; e,6,2
urié,3,1
a-la,2,4
sesi,392,1
exul,4,7
aliz,621,612
o (d,1,5
fuço,1,2
eití,1,2
brái,4,1
ayac,2,1
ud 5,2,1
que",2,2
nusa,6,7
iru ,1,2
anaí,2,1
iple,42,2
orel,3,94
se i,443,1087
n bú,17,1
euso,1,2
  se,2,1
 quá,1,2
tysb,2,1
koku,4,2
-ope,1,2
 in ,11,5
: us,3,2
doct,392,2
etí ,89,1
efid,3,2
nequ,3,8
l pi,632,10
ló o,3,2
nhur,1,4
õem-,1,6
gá q,1,2
 ege,1,2
-kak,2,1
a cã,1,9
 – f,1,9
"t"",2,2
olau,1,6
 dek,1,2
ríol,1,3
moac,1,3
apeç,1,2
s eu,72,658
"núm,1,5
 suf,1071,625
é ób,1,37
aun ,77,1
héct,5,2
óvni,1,17
itió,138,1
gréc,1,74
páre,13,6
fia:,1,2
37 s,1,2
sead,24,59
curo,146,300
ã"" ,1,2
rcê-,1,3
ebeo,18,1
fijo,31,1
 ane,23,121
se-s,1,23
oça ,1,106
feli,1513,2313
anba,1,2
ráfo,2,1
nsa",3,2
sa 1,6,5
k am,1,4
olív,2,7
 luv,1,65
 —un,2,1
e ún,18,12
m se,1709,4562
atha,6,8
l oc,138,11
líni,22,38
 xil,3,9
ajat,5,1
e ka,46,29
"cos,7,13
stiá,8,6
"mal,13,32
máqu,226,250
omha,2,1
re ú,7,4
"bon,7,8
í ¿y,2,1
on ú,12,1
i) –,1,2
çu f,1,2
nsub,2,11
lred,357,1
 pee,12,3
ook ,26,64
úmid,1,36
ogo:,1,2
a fu,1356,453
ey r,8,2
na 2,4,3
rpom,2,1
r tu,773,493
s ac,892,889
-‘ar,2,1
tiná,1,2
rreõ,1,2
mbel,9,10
ad y,207,1
í ao,1,6
ar á,19,65
enóg,2,1
ri k,2,1
o-he,1,2
¡beb,6,1
ptua,5,2
eze ,1,114
o 21,9,6
adén,2,1
lípe,1,2
 öla,1,2
 apn,2,2
ha w,1,3
es b,1254,190
v po,5,5
pedê,1,2
cigu,9,1
m à ,1,2
komi,3,2
dvog,1,234
m 43,1,4
ergü,207,1
l; /,1,5
íric,18,11
 vos,732,633
 str,22,55
za: ,9,1
icó ,287,1
ára ,1,4
hití,4,1
liró,3,1
piec,43,2
lorc,8,4
asap,125,1
bul ,8,7
onec,94,192
1 re,1,3
guns,1,1026
örn ,1,2
meto,94,135
ilis,24,41
ptiv,21,2
nlis,2,1
ivab,13,1
je:",1,2
rópr,1,919
 77 ,2,1
sdrú,1,6
ahan,2,1
rmóp,1,3
okem,3,3
it d,6,6
cinz,1,119
3 to,1,2
segu,3579,5139
y no,1546,32
 'pr,2,2
ausu,13,6
banh,1,624
θα τ,1,2
 vál,42,42
e íb,13,1
eyas,3,1
 pos,1449,4567
 sói,1,8
-o b,1,2
""qu,91,481
rl m,5,1
 glâ,1,5
ob é,1,5
agná,2,1
eé u,5,1
o dé,54,27
""oh,15,15
iltr,34,50
tócr,12,1
steh,2,1
rão;,1,3
''va,1,3
11/9,2,1
o ob,215,398
éros,7,1
e “j,1,3
"“¿e,2,1
bá o,1,2
(sub,1,2
nó f,8,1
 sos,437,33
eyad,3,1
38 a,2,3
íe y,3,1
s cí,15,10
 dór,1,2
diés,10,1
adak,5,5
z 5 ,1,4
láti,9,4
m 47,1,3
iell,1,5
lin ,43,16
yar ,30,1
alit,58,17
or 3,16,17
dicê,1,3
m d8,1,5
ó 50,6,1
i ál,4,1
peps,5,6
"nob,2,1
c qu,4,2
021),3,5
atu ,3,3
ka t,11,10
 xho,2,1
rmad,245,231
 -“a,1,2
t es,85,19
¡mír,14,1
lméi,1,3
guiu,1,499
lgie,1,3
i mí,2,1
iquí,34,9
ze j,1,3
eci ,1,572
ptis,3,1
lyub,1,2
 xam,1,14
elai,3,4
"" m,11,15
dará,359,163
niqa,2,1
pend,635,714
ida—,4,1
ix s,2,2
ríba,11,1
¿ten,236,1
imue,3,1
nusu,30,2
d te,69,8
ñiño,2,1
 mos,604,880
ckfi,2,2
; ex,2,1
izou,1,134
rtu ,3,1
píla,2,1
domí,3,69
orái,4,1
"ass,1,195
z ot,6,1
 us ,1,2
er 3,1,3
ndso,3,3
socc,2,1
ízem,1,2
ón 5,3,1
as-v,1,25
e “-,1,2
g bo,3,2
 ‘ma,2,1
 phd,1,2
o vp,1,2
o: r,5,5
bêbe,1,5
ugu ,1,2
00-8,1,2
lbig,4,1
o 'w,1,2
""i ,1,2
pis",1,2
 cla,1877,858
etuo,31,10
 omã,1,3
blíq,1,3
drõe,1,47
táce,18,13
akeo,3,2
ch e,14,7
ardó,52,1
ibue,1,11
taox,1,2
m""",1,2
ohea,2,1
 [qu,1,2
9 de,20,16
«joh,2,1
é t-,1,2
enéf,6,18
eda-,1,4
rsej,1,2
tool,1,2
"mos,8,29
osaw,2,2
tidã,1,143
aimu,2,2
-céu,1,9
nzas,126,33
sinú,4,1
h ni,2,2
afot,4,1
-gra,1,7
ivíp,3,4
urci,46,1
uvad,1,11
 fuz,1,12
to» ,2,1
wait,5,3
jo a,731,138
eír ,74,1
ra) ,2,5
9 se,2,1
50-6,1,2
clós,3,1
dar:,1,3
leão,3,137
oaci,8,1
 exm,6,1
/ of,1,4
sses,1,839
ku n,1,2
arem,596,964
si 1,5,1
miad,6,8
xto ,108,140
rroç,1,23
m ci,12,553
daso,4,1
ster,422,218
l fa,288,167
rdif,2,3
10 m,19,24
m áu,1,4
"haz,55,1
ie h,81,11
18 c,3,2
á ll,365,1
 smo,4,12
đồng,2,1
 (am,2,1
joll,4,1
húya,2,1
dine,2444,31
rkha,2,1
ldab,4,1
cit ,14,5
elên,1,14
(o u,1,2
¡tru,4,1
oque,338,569
l di,1661,122
ó 10,7,1
óbri,1,16
arag,298,98
rrio,124,9
ürst,2,1
 uci,2,1
ectu,183,31
lí"",4,1
 ‘pe,2,1
 76%,1,3
616 ,1,2
gagá,1,3
t gu,2,1
 boy,7,7
: “ó,1,2
gnam,2,6
lálo,15,1
piré,9,1
inch,153,52
nfet,5,17
xula,1,5
es /,3,68
dri ,2,10
 súp,11,6
uié ,4,1
eor:,2,1
málg,1,2
ém d,1,573
ia z,2,19
” é ,1,6
 afa,17,107
r àq,1,15
“se ,1,4
torâ,1,2
60 a,6,9
id 1,2,1
isch,5,7
ódoa,1,10
n um,3,6
"quã,1,9
gotu,2,1
sts ,2,7
 cup,14,34
ntid,761,575
 lan,261,334
""ac,16,65
 a; ,1,2
molb,1,27
00 g,17,10
cral,3,2
arcy,4,1
 oll,60,2
e gp,2,2
ési ,2,1
yako,3,2
cos ,1520,1022
* ) ,2,1
eivi,8,14
ágra,1,19
22 p,1,3
:tom,2,1
b of,1,2
dé n,5,1
c se,14,7
spla,56,25
ui n,2,239
zo à,1,2
mubi,1,2
míli,1,862
olol,12,1
slo ,72,3
ooly,1,2
hafr,1,5
enc ,2,2
agde,3,1
medr,7,19
alím,2,1
tsap,19,112
 kar,38,34
rédu,12,12
0 ve,10,5
às a,1,31
928),1,2
t de,67,16
rçá-,1,5
speg,75,1
croa,15,29
grã ,1,2
calo,529,349
e re,4151,3305
—de ,3,1
cogé,3,1
só à,1,3
»"él,4,1
s 3d,2,2
r ul,1,4
“las,2,1
svel,21,4
foto,702,766
»"em,2,1
 no ,30358,10996
m gi,5,29
" cl,2,1
tayi,2,1
xulo,1,2
jica,27,2
imhe,2,1
ón"e,2,1
ha s,650,622
kasa,2,1
dofi,2,3
 ¿si,7,1
uerv,29,1
engó,7,1
hipe,20,8
opat,9,9
¿ése,2,1
anke,5,2
rúmb,2,1
aduç,1,240
 mír,12,1
eses,823,841
s ct,3,1
leví,4,1
ê ch,1,155
tabu,16,94
aoi ,4,6
vin-,1,2
허신» ,2,1
ebut,5,1
jay ,3,1
rror,981,164
nove,472,380
ca (,3,6
uadr,251,377
ndie,667,3
sépa,3,1
ste-,1,48
 eti,57,28
ar d,2918,3893
vidu,92,28
ível,2,2069
¡id ,2,1
e 46,2,1
cos-,1,5
 imu,1,36
 7:3,5,2
sty ,2,2
on r,437,12
olis,100,41
egeo,2,1
"híj,2,1
ulém,2,1
ô as,1,2
ns í,1,2
»"di,3,1
n sá,41,1
timi,357,112
sorn,3,2
uq u,2,1
i sh,2,2
olee,1,2
ío t,44,1
cefe,2,1
ey k,1,2
ilou,1,18
rabr,20,1
fiad,33,68
nenc,46,3
enín,23,18
aldã,1,4
 ""n,263,445
is 1,3,2
do) ,5,2
loab,3,1
" so,15,3
""ép,2,1
 9h1,1,2
14 s,1,3
eani,6,20
ério,1,563
blou,1,2
 ¡tó,2,1
 rau,4,3
weib,2,2
ue a,3460,5841
ok m,5,2
ecio,611,291
ryka,1,2
fez:,1,3
tinv,2,1
lé m,8,1
pim ,2,7
víei,1,4
kebo,1,2
vino,965,45
"jod,3,1
boce,5,25
unfé,2,1
scol,105,2315
crío,9,1
eo t,71,5
s yi,2,1
ídos,81,61
rech,990,56
ezav,1,8
 g1 ,1,2
zall,6,1
 37 ,3,3
x-no,7,1
adum,4,1
enh ,3,1
uáca,5,1
lpiq,1,4
 'b',2,1
éfir,3,3
yuli,2,1
nsad,801,866
nho(,1,3
 átl,2,1
sing,43,48
a 03,2,3
"fór,2,1
 özi,1,2
 gaz,14,13
ruqu,2,47
ld f,1,5
scub,481,44
tú» ,2,1
niig,2,1
pitâ,1,2
brad,318,377
z 20,3,6
 l5 ,1,2
mote,26,11
evil,41,6
osad,76,13
mpra,2627,2086
2321,2,2
íxia,1,2
i ta,167,119
aizi,1,5
obro,7,102
tvan,2,1
ústi,7,19
"fle,2,2
fiou,1,48
ngrí,26,1
tlál,15,1
'; y,2,1
letí,31,6
ebai,1,205
"¿os,18,1
ñe s,4,1
daño,250,1
én s,423,1
assó,1,12
cômi,1,17
eon ,9,3
r jb,2,1
-""y,2,1
argo,852,156
 soz,1,1433
ë fo,1,2
ubai,5,11
egoí,67,85
 fis,51,74
 baj,1088,10
ludu,2,2
dt é,1,4
 7 l,1,2
ueir,3,386
ó ut,2,1
i (2,3,3
noé;,1,2
as"é,2,1
ê ig,1,3
hófe,8,1
á-la,1,768
deod,1,3
 uau,1,2
"«ll,2,1
 a 0,6,15
uga;,1,2
nto ,8479,10121
 ¿pr,8,1
"mañ,73,1
ec l,2,4
– ei,1,3
g ce,1,7
tu ó,2,1
o mó,25,12
 reh,92,1
biru,3,5
io;",1,2
2 ta,2,1
u -8,1,2
terv,53,75
nium,1,2
rza ,147,1
tud;,4,1
tlus,4,1
knam,1,2
ruhi,1,3
nues,2926,3
ipar,110,114
i"o ,1,2
¡y m,2,1
toap,2,2
nera,1351,164
marl,139,11
u: q,1,4
efio,1,2
u iz,10,1
 b7 ,2,2
ó di,139,56
ó se,141,107
fero,96,83
z ov,1,4
$86 ,1,2
nás",2,1
hwit,1,2
a ve,7585,4904
(+39,2,1
yo h,238,1
n: e,18,1
tanm,11,1
ngiu,1,127
)""a,2,1
ptop,14,26
s;po,1,2
ddin,2,2
re ',1,2
up"",5,2
ósof,44,42
 ¡pu,9,1
rver,21,35
díai,5,1
 há ,1,2
lel ,2,1
pias,146,36
hvé:,14,1
cabó,167,1
xadi,1,2
x di,3,4
id a,40,1
 2 ×,1,2
 eré,6,1
n ze,4,1
ê aj,1,19
fitt,2,1
rtin,127,239
e 'u,2,1
á éx,19,1
18 h,2,3
ecía,734,9
erqu,47,5
7700,2,2
e ut,95,57
oa i,1,158
vâni,1,6
lesã,1,10
«¿qu,37,1
□ nã,1,2
onri,330,1
funk,2,2
adic,304,310
ir (,1,3
"nad,189,72
oía-,1,6
mism,2507,38
il t,51,96
ahi ,4,1
ráme,4,1
ítin,2,1
agaj,4,1
n va,675,5
rthw,1,2
 ar ,1,2
2 47,2,1
tífe,12,17
ega",1,2
bó v,2,1
¡mét,3,1
 úlc,20,6
 u h,5,1
hast,2028,47
llav,553,1
s yo,98,2
ócul,3,306
a/pa,2,1
cuoy,3,1
uz y,15,1
1950,11,13
gazá,6,1
gába,19,1
jaz ,1,12
púni,1,2
gía",4,1
itim,10,17
hton,2,3
é un,760,8
 #35,1,2
0 ex,1,2
xpir,16,22
rguy,2,1
nfad,407,17
45 e,1,5
na è,1,2
4 hi,2,1
xa-n,1,6
nó q,19,1
 m e,2,1
 fer,174,890
""jo,9,28
atáv,1,4
gáto,1,2
y à ,1,3
dúlt,3,3
"hom,12,13
velá,3,1
is b,92,543
they,3,3
imov,3,1
kyle,1,2
há t,1,272
cloq,2,1
uced,364,76
codr,34,1
oj f,8,1
stoc,19,21
kapa,1,2
pres,3310,5183
"mia,5,3
>> c,2,1
egia,40,19
 nag,37,24
tzky,2,2
era),2,1
vi f,9,61
psoe,2,1
k e ,2,23
le/e,1,11
ixel,3,3
 tad,2,3
he p,439,389
 ex ,15,5
""j",5,3
bra»,2,1
albr,2,1
"tiv,1,38
ze-n,1,2
enko,6,2
ê er,1,62
sócl,1,3
scen,553,433
¿aún,39,1
""ví,2,1
"daq,1,23
vaja,21,1
na 7,3,2
ryvn,1,2
shoc,17,1
unim,9,8
icja,3,3
o) p,4,2
lháv,1,17
oval,4,7
""¿j,3,1
rds ,6,5
 tip,765,733
 jic,11,1
 nós,1,2106
k há,1,4
hiko,17,5
 gra,4322,3413
lcas,2,6
é 87,1,2
97% ,2,1
tarn,94,1
psom,2,1
chug,30,2
erpe,50,82
 niq,2,1
 'ga,1,2
joen,2,1
ghri,1,2
golí,2,1
ceut,4,4
rdáb,3,1
coat,5,1
mayó,28,1
u oc,8,79
“int,1,2
xi o,3,4
flho,1,2
re u,440,303
blo",2,2
ru t,2,2
bi v,1,3
stya,4,1
eoni,2,1
vudú,6,1
nzár,3,1
stit,280,310
(144,1,2
a)"",1,2
viga,11,13
añó ,77,1
uo; ,2,1
hemo,618,41
udeó,3,1
/ a ,1,102
oidh,2,1
"iva,1,3
ê od,1,20
"sho,2,7
lnyt,2,1
amag,6,6
abea,4,2
ívio,1,22
–qui,2,1
 cañ,61,1
ruyo,4,1
u bô,1,3
pamp,9,1
funf,6,2
oa v,2,87
) 22,2,1
ky c,3,3
é “v,1,2
orad,632,1003
s vi,1755,1529
 6 y,4,1
ó; y,2,1
aten,638,896
'pic,2,1
rsut,1,3
s eb,3,1
debr,1,3
srsr,1,4
: 7 ,2,2
á; j,2,1
ônci,1,4
es"",55,38
iaut,1,3
 new,30,37
lumó,4,1
e ¿v,2,1
ake',1,2
lühw,1,2
azam,17,11
evái,6,1
oaqu,6,4
denh,1,19
lem-,1,6
ile",1,2
1924,1,2
to-o,1,6
cerq,47,2
á so,171,300
i bá,2,1
​e p,1,2
arir,8,2
sebu,1,5
h4: ,2,1
“ele,1,3
loac,4,1
oiam,1,8
h fu,5,1
"obv,15,20
zó s,62,1
r 21,1,2
mor),1,2
¿oja,2,1
à da,1,6
diba,2,2
 +48,3,1
 hoa,2,1
j at,3,1
dato,169,93
 saj,4,2
dell,9,4
"abo,3,3
osab,7,1
léje,3,1
"all,28,4
loit,2,1
«¿va,7,1
icó:,5,1
effe,5,8
 tik,6,2
béri,18,17
stro,2764,614
ó é ,1,51
olon,196,154
truí,25,335
lhá-,1,22
iz v,8,23
bule,10,94
ço-d,1,3
elav,1,13
bism,34,33
be j,29,26
jotá,2,1
 eid,4,1
più ,1,2
”"eu,1,3
pedí,257,3
igei,1,22
savl,2,1
 mya,2,1
ã di,1,2
a [я,1,4
/ (o,1,3
07 o,2,1
vuln,20,17
 4 t,3,2
 gof,5,1
 (on,1,3
elcr,2,2
gaje,3,2
ágic,67,133
mail,62,172
