Quadgram,polish,czech
h hi,2,1
maka,14,2
enfa,2,1
řešo,1,2
žák ,1,3
ít z,1,50
ošly,1,6
ola ,19,24
uštn,1,2
d ni,170,20
zdou,1,6
pane,35,36
sest,1,201
om -,1,2
józe,6,1
pobę,2,1
ji r,9,66
 i 6,2,1
ra č,1,3
óli ,2,1
biją,8,1
iklo,1,5
tak:,3,1
dý d,1,98
"z o,2,2
áš t,1,85
geok,1,2
 der,2,3
uřem,1,2
gole,7,1
us b,7,12
í na,1,269
ęc b,7,1
pečí,1,47
""vr,1,2
edie,3,5
: oj,3,1
sjet,1,2
pému,1,2
unšt,1,3
ěšil,1,10
u fo,2,12
ań g,4,1
alar,47,2
í js,1,56
"kuř,1,4
dca ,5,1
co m,482,254
st m,694,40
ep p,3,1
m/wy,2,1
my m,157,11
ichn,7,291
hała,194,1
ć wc,45,1
enž ,1,3
m oł,4,1
gnie,131,1
s št,1,7
wbił,5,1
 góm,1,2
007 ,2,1
ś bu,4,1
š au,1,4
ť ne,1,16
ney ,6,4
 s j,1,31
tupy,1,2
rzlé,1,5
ób u,12,1
á ky,1,2
ś ją,20,1
 mag,54,5
ěkým,1,18
podt,3,2
 soc,16,11
"gen,5,1
c źl,3,1
er z,40,7
ínat,1,5
ytré,1,4
 v a,1,116
dů v,1,2
as z,72,10
barz,20,1
r in,3,1
zeża,7,1
prém,1,2
 him,2,3
e ší,1,7
irmi,36,1
phar,2,1
n hu,1,2
" "",4,1
i ek,8,3
sy j,11,12
s cu,1,2
 pel,3,1
utry,2,1
raga,6,1
 leż,134,1
ś tw,6,1
hilo,2,1
eťák,1,2
końs,3,1
ąsia,84,1
 psa,161,175
g - ,2,2
ý úv,1,3
a tą,16,1
rý p,1,36
cí b,1,6
arin,2,6
ci 2,2,1
kint,2,1
á sz,2,1
vyhř,1,2
e mí,1,98
suku,4,1
i rt,1,2
á sr,1,2
zęgł,2,1
refn,1,2
háme,1,8
nisł,5,1
tka ,229,95
wi w,62,1
łoch,44,1
tbol,8,1
acíc,1,10
lňov,1,3
ułem,74,1
leng,2,1
czeg,1375,1
oble,481,64
yp z,2,1
 deu,1,3
 knu,3,1
ej i,100,1
atči,1,3
osio,9,1
m mů,1,45
vírá,1,17
rmén,1,4
iedż,2,1
etří,1,5
rę ł,2,1
iews,2,1
ówcą,4,1
otěh,1,3
emeń,2,1
cę o,31,1
cipu,5,1
váme,1,32
"rap,2,1
ě sn,1,22
čníh,1,17
sor ,17,6
zędą,2,1
foná,1,2
oj u,1,5
vník,1,105
ytęs,2,1
klei,6,2
ow d,2,1
eta-,2,1
łe w,25,1
rążą,2,1
aur”,2,1
„bys,2,1
tisl,1,3
abne,2,1
ízím,1,5
ejże,2,1
"„dz,2,1
uprz,114,1
ři i,1,2
a tz,2,1
říš ,1,17
 v k,1,156
- ca,2,1
 aro,14,7
błot,6,1
ě ig,1,5
ý ca,1,2
dmia,16,1
o ro,785,109
ršan,1,2
dzić,660,1
ąd z,29,1
un p,8,1
ruga,24,1
ętli,3,1
buka,2,1
h ri,1,2
 bhu,2,1
vací,1,23
pí v,1,13
ň mě,1,6
załk,2,1
ě ky,1,2
ir t,2,1
apeu,3,1
„med,2,1
ynem,36,10
keji,1,2
zsrr,3,1
oja:,2,1
 seř,1,2
á úp,1,3
vádě,1,27
próc,54,1
oców,21,1
lwes,4,1
é ub,1,2
aň k,1,8
r rz,3,1
 úno,1,7
omě ,1,82
dwom,16,1
lażę,20,1
z pk,2,1
47 9,2,1
oztá,1,13
ve 1,1,5
o wz,63,1
 brą,35,1
rąd ,9,1
mělý,1,21
ub s,7,1
śnio,9,1
už z,1,32
eriá,1,10
żnoś,36,1
ntář,1,6
“čas,1,2
n wo,18,1
ąć ż,3,1
orub,1,2
apał,114,1
íc s,1,18
ę wę,9,1
61 ł,2,1
„je ,1,4
- ch,5,2
rniu,4,1
ě ně,1,65
"chy,54,23
sťme,1,2
mayf,2,1
váče,1,2
isać,184,1
tna ,43,4
dkrą,2,1
řový,1,3
ban ,3,1
y"sł,2,1
izde,2,1
k do,181,68
sinc,1,3
s uś,3,1
em 8,2,1
gi s,34,1
ęp n,2,1
pnut,1,10
ptu ,4,1
át h,1,6
psst,1,2
yolb,2,1
no j,105,92
łej ,119,1
 čaj,1,78
chtá,1,2
ícar,1,2
buję,289,1
en o,74,50
říve,1,67
ádím,1,2
35 u,2,1
ná c,1,12
ym s,514,1
eďka,1,2
adel,2,8
ebym,111,1
m dr,60,22
ąść ,26,1
ažit,1,12
ć to,437,1
přej,1,52
czór,52,1
erko,4,3
óny ,1,2
ołec,81,1
ruže,1,3
ínká,1,4
a vý,1,27
aron,13,1
eru ,21,25
vadi,1,11
luše,1,2
sobą,217,1
dl c,1,8
énác,1,3
ni z,129,31
stań,182,1
ihod,1,8
citn,1,4
ngwa,2,1
ą rę,24,1
muml,1,4
 180,5,2
rkin,9,1
zarę,17,1
entu,82,12
ńba ,2,1
inýc,1,9
posk,10,15
jaza,2,1
ie (,2,1
yj l,1,2
śpim,2,1
oślu,25,1
ykuc,2,1
á kl,1,11
sa ś,2,1
pozv,1,96
íště,1,21
czyć,981,1
żnął,2,1
ajeł,2,1
ojno,2,4
ndáš,1,2
trys,6,2
pí r,1,4
á zj,2,1
pek ,6,2
''ne,1,2
lámy,1,2
grdy,2,1
mel ,1,2
ojść,28,1
file,3,1
němi,1,4
déče,1,2
onoš,1,2
ś ut,2,1
aczę,232,1
srše,1,2
zek ,85,18
eozv,1,6
koję,7,1
 gor,253,2
% to,2,1
amma,1,3
ypus,49,1
popá,1,3
abie,64,1
дилс,1,2
hýně,1,2
"znu,2,1
vném,1,3
losz,4,1
sťov,1,4
ář z,1,2
ič d,1,2
e lu,493,4
uběž,1,2
c ła,3,1
"čím,1,36
ň zk,1,2
ivaz,1,2
 żeg,10,1
mané,1,3
déčk,1,2
zn o,2,1
sjes,2,1
ěsta,1,45
iś m,25,1
cpal,1,3
vídn,1,3
abę ,3,1
coll,5,1
ýšku,1,2
upme,1,2
 oło,2,1
netc,2,1
skud,14,1
a hi,62,3
k ob,16,21
al g,4,1
mocj,36,1
ilek,15,1
czbą,7,1
im f,4,1
 ret,4,1
idzą,45,1
počá,1,9
mát ,1,4
měřu,1,3
ężki,57,1
naja,10,16
ikli,9,3
zsma,3,1
ád a,1,11
 ohe,1,15
ežké,1,2
 łus,3,1
ům š,1,3
j zv,1,2
áš f,1,4
d wę,2,1
j 18,2,1
é vý,1,16
"w w,16,1
lain,3,1
lána,1,2
ą el,5,1
účet,1,28
udií,1,2
žete,1,125
""lá,1,2
kcio,1,4
gu u,3,1
r le,2,10
 — l,1,2
p gł,2,1
é au,1,65
j zę,6,1
ssův,1,2
no b,85,24
edal,40,94
c tu,5,3
e vs,1,17
y in,66,3
roši,1,5
itsz,3,1
ebor,1,4
ěžil,1,11
reč ,1,2
te ż,2,1
ížem,1,2
o of,4,3
zgas,31,1
 s e,1,3
 tęp,7,1
wyta,31,1
elżb,6,1
sáté,1,7
edym,2,1
ňují,1,15
rpi ,19,1
c ná,1,4
ělýc,1,2
ob t,4,2
ínéh,1,2
'' j,1,2
zpos,2,1
magy,2,1
lnoś,180,1
liči,1,5
pádí,1,3
dliš,1,7
ůsto,1,5
”tom,2,2
c už,1,6
ofaj,2,1
onne,15,1
kę c,22,1
běma,1,6
 los,34,6
nivo,1,3
ynoś,8,1
lačk,1,4
"ti ,1,7
vine,1,11
é sm,1,4
onvi,1,4
egze,11,1
tuře,1,4
ą at,4,1
odoś,29,1
babę,2,1
stla,1,10
 49 ,1,2
ooko,33,2
stů ,1,8
ól n,6,3
ma 3,6,1
t op,22,33
r ko,13,3
é va,1,3
j py,7,1
trsk,1,2
ac r,2,1
 urb,1,2
žlut,1,23
řidá,1,17
sit ,1,30
hane,10,1
řika,1,3
wola,71,1
osiw,5,1
e hl,1,85
ce l,9,16
ę ro,250,1
ášen,1,17
radę,107,1
lí z,1,10
umyś,6,1
táka,1,9
nber,1,3
rovo,1,52
yć s,354,1
 nav,1,167
lfy ,2,1
ám n,1,191
ž de,1,4
30 k,3,3
m; a,1,2
956 ,2,1
m vé,1,2
bagi,3,1
a „m,2,1
5461,1,2
d zd,3,2
bělc,1,2
h vn,1,2
tern,89,22
wyra,165,1
jiny,1,6
tras,237,6
ňuji,1,11
ěž n,1,2
ílně,1,2
 pdf,1,2
chal,101,180
"utk,6,1
utym,9,1
"v p,1,13
myją,3,1
a vs,1,10
praž,1,2
ć at,4,1
 jaj,109,1
ryśk,2,1
"ilo,3,1
y vo,1,17
útes,1,4
yteč,1,16
ragá,1,2
disc,4,1
bí ř,1,2
ła 5,2,1
1547,1,2
ou g,1,3
iego,1366,1
je i,56,19
- pa,3,1
wją ,2,1
 jap,516,87
r mě,1,6
ń uo,2,1
alác,1,3
to +,3,1
smsk,1,2
 sru,1,2
tádž,1,2
ecać,7,1
 obh,1,7
"kób,1,2
"che,2,1
zasá,1,8
oco ,2,1
rien,30,5
c ak,2,2
ju k,9,7
ioti,1,5
ti d,1,76
věrs,1,5
misc,2,1
n'a ,2,1
ef i,2,1
esów,12,1
borc,13,1
pnul,1,23
abyc,5,299
bavl,1,7
uzlu,1,3
moiz,2,1
rrea,3,1
í or,1,4
j mr,1,2
vrdá,1,4
h i ,59,1
bejś,11,1
sym ,2,1
m — ,1,2
euta,2,2
š sm,1,6
 212,2,1
ąucz,2,1
ždi ,1,2
knik,41,6
pírá,1,3
re-l,2,1
dęte,2,1
větr,1,15
ím ',1,2
arsh,4,1
tryc,50,2
fish,2,1
aslo,1,43
"mi ,2,2
ńkie,2,1
řály,1,2
foní,1,4
akru,1,2
haną,5,1
ąb m,7,1
aduż,8,1
ns i,3,1
jdál,1,2
"lin,7,4
pohl,1,58
cial,1,6
"jad,9,1
ašce,1,6
 biż,9,1
miat,9,1
í di,1,17
aota,2,1
ąpał,11,1
2015,2,1
pate,6,4
ójst,34,1
os i,4,1
wnoz,2,1
bčer,1,8
aori,2,2
irus,27,10
 byn,13,1
 aoz,2,1
 uwi,192,1
ámou,1,5
twri,1,2
zozy,3,1
 lup,1,5
vosí,1,2
tojí,1,114
lbic,3,1
 obj,30,63
u ak,7,2
nieź,24,1
vě a,1,8
on ć,2,1
udík,1,4
źbie,2,1
navá,1,7
 xyz,3,1
ě dv,1,6
"dru,10,1
0 ml,9,1
w po,608,1
opog,3,1
ipi ,4,1
á ur,1,2
ydni,5,1
seno,5,1
 arm,14,17
czep,27,1
irel,2,1
štva,1,71
down,32,2
ukáž,1,28
pode,166,59
ky; ,1,2
sťár,1,2
” „m,5,1
p-up,2,1
vatu,1,12
kopu,3,3
ybym,132,1
r tě,1,2
ę ko,174,1
dure,6,1
ruka,7,28
ul u,2,4
í či,1,5
 kuć,2,1
ít r,1,13
 hal,10,8
t ag,3,2
ndlo,19,2
z rż,2,1
u su,7,12
d tí,1,19
álok,1,13
wy) ,2,1
pioc,3,1
lnéh,1,7
ešov,1,2
ńca ,57,1
epil,2,14
szim,8,1
2:00,4,1
hire,2,1
 dra,40,84
 „co,2,1
zynu,6,1
uju ,1,96
żu p,9,1
m zč,1,2
osmn,1,17
zbyw,4,1
půjč,1,89
ádít,1,3
šizu,1,3
"zha,1,3
í ho,1,66
ynův,1,2
żysk,2,1
o mn,435,60
ś il,2,1
kruš,1,2
ebry,5,1
tval,1,11
afis,34,1
ykat,4,9
prvn,1,108
íně ,1,7
ciel,815,1
ękie,6,1
wyło,9,1
věro,1,3
y mn,108,9
ědče,1,17
bodą,2,1
uńcz,3,1
m šp,1,21
tá t,1,7
ůjč ,1,5
y np,2,1
"yum,2,1
disp,1,3
še v,1,19
ham ,159,2
mkli,1,5
 350,3,1
rňte,1,2
kałó,2,1
""vp,1,2
m šv,1,3
stau,110,51
chma,3,2
óty ,4,1
dtp ,2,1
éčko,1,3
wstę,21,1
 byt,2,60
heck,3,1
"mik,11,2
íhá ,1,4
ačna,1,2
j br,117,56
yytr,2,1
s hu,3,2
táty,1,4
: ne,2,2
dię ,3,1
etha,1,2
zoli,3,1
raná,1,9
levn,1,14
a iś,11,1
zamý,1,6
acu ,8,1
"oca,2,1
ábu ,1,2
vozi,1,5
godę,32,1
derc,14,1
fie ,16,7
 now,725,1
s nu,3,2
ů to,1,5
nčil,1,94
opje,1,2
 zja,135,1
k fo,2,4
iobi,3,1
sang,3,1
ozie,31,1
host,5,42
ąc j,18,1
asek,11,3
"kos,11,2
rčuj,1,3
kafk,1,2
im ž,1,2
„lep,2,1
ón j,1,3
ožím,1,3
“"ké,1,2
vo ž,1,3
ż wy,54,1
ed š,1,8
ěkoh,1,76
ltat,11,1
nito,9,5
ím p,1,185
 udá,1,18
nspo,5,1
 wąc,4,1
„pan,3,1
h cu,3,1
ákat,1,7
rům ,1,2
bíke,1,2
oito,4,1
półz,3,1
mé j,1,6
ír n,1,2
3 se,2,1
ívka,1,75
ł ni,162,1
rmen,5,3
né t,1,27
ták;,1,2
násl,1,42
yślo,11,1
četn,1,14
 skr,226,31
om s,405,1340
wabi,9,1
rć s,3,1
mámu,1,8
ylož,1,4
žším,1,4
o cu,29,1
óza ,1,2
syme,3,2
š dý,1,3
 w v,3,1
ł en,2,1
ážko,1,3
ą od,87,1
ałać,25,1
zęst,418,1
e fy,1,2
nego,991,1
ożo ,2,1
żurz,2,1
ja -,3,1
i vě,1,140
ł mł,16,1
neví,1,448
va v,1,20
mu l,9,14
"włó,4,1
nčít,1,2
ů am,1,2
 lís,1,30
okit,2,1
ižen,1,5
wo i,21,1
t wy,201,1
o en,6,4
ódiu,1,2
 vla,1,351
e s ,1,297
ě tr,1,16
rczm,2,1
mizi,1,3
řive,1,21
d sw,50,1
wawo,3,1
lnij,6,1
io d,15,3
nazv,1,7
eji ,3,23
ým b,1,17
ád ž,1,6
ś śp,4,1
zpin,7,1
s př,1,90
a bó,19,1
tezc,1,2
żuwa,2,1
 264,2,1
rdes,7,1
í bé,1,2
cwan,3,1
n ku,20,5
tíre,1,2
í má,1,34
krau,2,1
oniu,13,1
iżli,2,1
snił,2,1
vý o,1,16
ició,1,3
ylu ,29,6
chło,472,1
gawa,7,1
iotą,19,1
i"dl,2,1
ra n,111,48
o dř,1,19
bere,1,38
er d,19,6
davk,1,16
z ep,2,1
e no,143,78
ad 8,4,1
ct f,1,2
 „10,2,1
ctva,1,2
ivov,1,25
mstv,1,33
yckm,2,1
je -,3,1
mím ,1,105
yl č,1,5
otěž,1,2
rior,7,9
zlaz,2,1
ajk ,4,1
rułe,2,1
ůzu ,1,2
ubru,2,2
 włą,45,1
sám ,1,71
l it,1,5
h kł,9,1
oriu,9,4
 z p,732,91
"a h,1,2
ipcu,7,1
í rů,1,4
zą m,29,1
iman,2,1
 doż,19,1
ki 7,2,1
pete,33,10
řičí,1,12
č au,1,3
ażer,35,1
šile,1,20
d ní,1,19
b uż,2,1
rudc,1,4
m/my,2,1
nima,12,1
k pa,33,11
yina,1,3
łą u,3,1
mylę,11,1
edad,2,7
twoo,2,1
di z,1,10
zÿnÿ,2,1
 „nu,1,2
tę -,2,1
cłow,4,1
wcis,11,1
"pad,13,3
elgr,3,1
ěž a,1,2
zawe,2,1
ck v,1,2
ezab,1,15
inną,23,1
"nág,2,1
laża,5,1
ástk,1,3
exow,3,1
l ro,5,22
 dál,1,101
„w u,2,1
ižuj,1,18
staż,2,1
ć ły,5,1
n nó,9,1
absz,16,1
rnel,3,1
smol,2,1
trut,11,1
i pi,202,29
 soj,12,1
ledż,8,1
u aż,4,1
etsk,1,2
igdy,885,1
ějac,1,3
rets,1,2
ejby,1,2
ąbię,2,1
yt u,6,1
rábn,1,2
wi ż,5,1
vátá,1,3
čnív,1,2
ánie,1,3
ł 10,10,1
ůj z,1,16
z rz,31,1
zaci,30,9
sepk,2,1
č s ,1,10
lyno,1,5
nczu,5,1
se"",3,1
ónem,1,4
wbie,4,1
:250,2,1
"líz,1,2
 rzy,42,1
ężny,12,1
 v d,1,96
řec ,1,3
zile,1,4
yšši,2,1
ston,477,202
ec p,71,28
m bę,106,1
pouc,10,2
rki;,2,1
ą ża,6,1
m: m,4,1
ůzná,1,3
pano,55,7
izma,4,1
0:00,6,2
l po,42,265
teru,18,3
omot,8,1
benk,1,2
ył o,78,1
pmy ,6,1
 dyż,2,1
zni ,20,4
usí ,1,229
ň tl,1,2
c ku,17,3
vyvá,1,10
ęli ,93,1
nzje,3,1
0 si,2,1
o su,49,12
ť na,1,10
ieno,2,1
ył ź,2,1
ąż s,24,1
 luž,1,2
zašr,1,2
ké: ,1,2
cha”,2,1
ímto,1,14
nešť,1,18
j no,172,8
zict,2,1
mažď,1,3
czuć,36,1
jnud,1,2
ię h,28,1
"uro,13,1
ádci,1,3
 joe,3,1
ěmit,1,4
ż ka,16,1
svet,1,18
n au,14,8
"nig,163,1
 tég,2,1
odwz,4,1
gr j,1,2
 w n,527,1
et: ,2,1
źcy ,5,1
ej v,1,22
síte,1,69
oter,6,4
říky,1,2
; ne,1,3
""kł,2,1
íkaj,1,45
hu p,6,81
tě r,1,17
lute,7,1
ić o,123,1
łkot,3,1
idět,1,129
"opa,3,1
epra,281,41
k wś,8,1
ajtó,4,1
ygód,6,1
biąc,18,1
fari,6,4
ymił,2,1
ékla,1,3
zyc ,3,1
abo ,11,1
dětí,1,39
otvá,1,2
ć u ,12,1
zien,428,1
urgi,7,2
sa b,9,2
"wag,2,1
ateł,8,1
ć zo,8,1
ebią,2,1
elał,6,1
a ow,9,1
ncip,1,2
"dzi,276,1
ąduj,9,1
držt,1,5
ęc m,22,1
ibek,1,3
się ,10482,1
o hy,2,4
e lą,3,1
ychi,15,5
rook,2,1
mů t,1,4
eżyć,12,1
"ne",1,4
 gos,53,1
owyż,15,1
ucji,9,1
atw ,2,1
tatk,60,11
ktak,7,2
'ów ,2,1
żę c,21,1
ł kr,53,1
o zm,111,31
 čar,1,6
ź bl,3,1
""„v,1,2
tá v,1,8
i zb,26,11
š ab,1,5
ozpů,1,3
wij ,10,1
á dr,1,6
tátě,1,3
vysm,1,4
: „j,4,2
e uh,1,2
ét s,1,2
omií,1,2
ku 1,49,9
nivá,1,2
jekc,13,2
l šp,1,18
niej,1535,1
s wo,8,1
 viď,1,10
íčem,1,3
losi,2,1
tná ,1,36
bką ,3,1
člo ,1,3
ít d,1,150
takt,89,42
mpir,4,2
łabł,6,1
 avš,1,4
yčej,1,13
ríšt,1,2
ycem,2,1
w zu,6,1
grzm,3,1
rmie,62,1
oběť,1,4
icję,41,1
 (wi,2,1
pral,29,10
ij c,6,1
aesu,2,1
codż,2,1
řeni,1,7
ilej,8,2
ád m,1,46
rozř,1,3
 odp,619,285
rsku,8,12
nč a,1,2
 nor,60,40
nurk,9,1
chi-,2,1
ojďt,1,3
awam,12,1
card,2,2
wugo,2,1
é oř,1,4
y ts,2,1
i v ,1,176
míň ,1,5
sypa,12,3
ě ša,1,3
pysz,34,1
budę,3,1
cnou,1,3
ióze,1,2
zása,1,6
báñe,2,1
- v ,1,3
ytwy,2,1
ázít,1,2
dges,2,1
ł au,13,1
póki,81,1
dokt,45,94
mraz,1,4
rióz,1,2
ółto,7,1
i kn,1,36
twu ,18,1
dcas,2,3
21 7,2,1
ubol,4,1
jeżd,155,1
gist,5,5
si š,1,32
ván/,1,2
evuj,1,2
figo,2,1
ýdnů,1,12
bídy,1,3
niut,3,1
ą ni,200,1
e 22,3,1
ovoz,1,21
rzo ,2,24
oną ,99,1
" an,1,2
wyjr,15,1
eil ,3,1
ačky,1,25
chat,22,135
ía –,2,1
lozv,1,5
a"dz,2,1
isnę,9,1
"wzg,3,1
movn,1,3
eně ,1,16
cell,1,2
b ło,2,1
rubé,1,3
- 3 ,2,1
itím,1,10
elar,3,1
jeś ,5,1
esor,33,14
nocą,13,1
 som,2,1
piół,4,1
y gl,3,1
ło b,114,1
ři l,1,14
athy,10,1
guze,2,1
asáž,1,4
nije,1,2
ý bě,1,3
ckho,1,3
ę z ,954,1
ék p,1,3
 pèr,2,1
"woj,9,1
łnią,3,1
z zo,68,1
rras,3,1
š oh,1,3
zyki,281,1
"gub,2,1
ć ew,3,1
aw m,24,1
univ,2,23
alat,5,5
 zná,1,190
žuru,1,2
aboj,1,2
ę ki,59,1
al m,25,201
h če,1,9
í to,1,244
bědu,1,13
igné,1,2
ajcę,2,1
yzve,1,25
óba ,7,1
ceňo,1,2
niło,51,1
hu d,11,30
iskn,1,9
j ka,69,20
 air,5,2
ń ga,3,1
lápn,1,2
nezl,1,29
na l,207,93
rnos,2,25
hętę,2,1
níná,1,2
ellf,2,1
ž ma,1,39
j:ch,1,2
ádra,1,39
ż le,8,1
czos,8,1
ligo,2,1
obok,72,1
t st,182,60
hłon,16,1
ęp b,4,1
hkol,4,1
ęgow,12,1
o iś,5,1
ęk d,3,1
r ma,23,6
a zí,1,10
čeke,1,13
i 5 ,2,1
elku,1,18
coko,62,31
lázi,1,7
lň j,1,2
frok,5,1
amně,1,4
rtkó,2,1
skul,3,1
ieck,458,1
of i,2,1
ánem,1,16
 heł,3,1
ś śm,2,1
zlę ,3,1
sím ,1,435
"cis,1,2
sh ř,1,2
m ču,1,2
ý ba,1,6
 jde,1,89
íč t,1,2
ví f,1,27
"z č,1,3
aplň,1,6
tá u,1,2
ě ká,1,5
ligá,1,2
elów,7,1
""16,2,1
"tam,20,13
d 50,7,1
żero,11,1
nejg,1,2
ię ź,13,1
iwar,5,1
aryt,6,1
cown,67,1
ď os,1,2
úkli,1,5
ólno,8,1
onik,16,11
ę ba,178,1
otkę,15,1
yhlá,1,9
řepr,1,10
ožen,1,75
bíz ,1,2
árem,1,4
rniz,4,1
ź pa,5,1
 „to,7,3
týmo,1,5
c xx,2,1
ážeš,1,24
złod,55,1
lela,1,42
"tal,2,2
t ta,301,133
słą ,2,1
 ôd ,2,1
iżej,43,1
ynov,1,28
s sl,1,5
í ge,1,2
uł p,3,1
ły b,42,1
b le,4,1
m un,16,18
lną ,41,1
lejš,1,20
s zm,2,5
amie,431,1
e dy,14,1
 4 p,3,1
okul,81,1
špin,1,31
dto ,14,1
řnic,1,6
ahán,1,5
edé ,1,7
 kra,407,92
nn j,3,2
 pil,74,39
 (ca,2,1
ut b,5,4
ss -,2,2
o „j,2,1
iřov,1,2
stha,2,1
d „p,1,2
itky,1,8
"ury,1,2
ětol,1,2
uřil,1,25
wc j,1,2
w kł,15,1
su"t,2,1
atii,2,1
z ky,2,2
uchę,4,1
mýma,1,4
e]"t,2,1
ěř k,1,3
ę je,327,1
0 ja,5,1
urzo,25,1
"sol,1,2
 suł,4,1
dětn,1,3
do ł,61,1
lżał,4,1
omet,36,9
m (k,2,1
těch,1,68
yszy,76,1
n z ,94,58
iže ,1,20
łgło,3,1
asik,2,1
věřu,1,15
tě i,1,3
onwe,6,1
óki ,80,1
pína,1,4
ruta,24,3
i rá,1,40
jobu,1,3
odmo,4,2
pasy,21,5
batą,7,1
ů se,1,16
ną"c,2,1
ytam,84,1
d pa,31,5
brka,1,2
"mou,1,4
flík,1,9
flét,1,2
iv h,1,4
eidz,2,1
mzdu,1,4
rąg ,8,1
aylą,2,1
ś sn,2,1
ipce,1,3
napą,5,1
íkal,1,97
ływa,300,1
dbal,7,5
"psu,2,1
h bý,1,19
"„al,2,1
učně,1,14
tluč,1,3
í zk,1,12
 po ,1783,263
k 10,2,2
eseď,1,3
ragb,1,2
cu n,30,1
elné,1,34
psuj,24,1
iepy,2,1
łome,3,1
 byl,197,1605
ł ja,79,1
k sr,3,2
enaz,1,2
du m,13,80
mpf”,2,1
zájm,1,6
eni:,2,1
uvce,1,2
pivý,1,2
dosi,6,3
roda,23,59
dowó,24,1
s wa,8,1
cile,2,3
yżwy,2,1
ast-,4,1
ř a ,1,3
inę",2,1
hiro,22,3
rnac,8,1
nzer,1,5
ri s,1,2
četb,1,5
íte-,1,2
teką,3,1
alón,1,3
unne,2,1
ck"",2,1
ah o,1,3
zami,606,62
iwka,5,1
 wra,189,1
ozpy,2,1
pośc,14,1
 měs,1,317
płow,2,1
elem,239,70
ne ',2,1
ć ab,6,1
ý ap,1,2
ił m,266,1
ě hv,1,2
š už,1,6
drod,89,1
w st,278,1
s ly,2,1
ávan,1,4
vole,1,126
áby ,1,4
 naf,20,13
lij ,22,4
slim,1,6
emza,2,1
iktu,4,2
dawk,11,1
zkou,1,125
wydł,7,1
 uše,1,6
kupa,7,2
ń pa,8,1
iejs,949,1
aczc,4,1
y: a,1,2
utru,4,1
tron,329,18
najł,6,1
itný,1,2
edaj,66,17
taws,3,1
á vz,1,4
ztoč,1,2
ądźc,25,1
lo 2,1,2
adší,1,51
ęć k,14,1
mata,2,4
 żen,24,1
riu ,1,2
ovaj,1,11
apíš,1,22
stwu,27,1
zdad,2,1
: w ,3,1
źć g,2,1
mula,24,2
§2 k,1,2
ępuj,55,1
valc,1,2
an b,48,9
 k r,1,9
skuh,1,2
tor ,88,42
onsi,3,1
"mąk,3,1
rium,24,3
 k ',1,2
č pr,1,6
sów ,47,1
opcu,5,1
agią,2,1
 bur,86,4
skot,19,22
ała:,4,1
ě ča,1,16
pínu,1,2
"tah,1,22
bibl,120,4
y ji,4,32
 bic,3,6
"sny,1,2
mrsk,1,2
zl p,1,4
pově,1,274
zips,4,1
ć wd,2,1
e na,1319,1123
ża t,12,1
okán,1,2
rkoh,1,5
st) ,2,1
ezró,5,1
zwąt,3,1
tě l,1,8
rają,111,1
wnio,48,1
7upe,2,1
iłma,2,1
raz ,1108,17
 ado,14,8
slel,1,218
ráče,1,13
a ul,105,20
​zar,2,1
zepc,7,1
-ama,2,1
eodp,18,37
jałe,2,1
raly,1,5
jasz,11,1
íkat,1,50
je m,259,684
o ky,3,4
 'un,2,1
 meg,19,2
dly ,1,13
ékl ,1,13
ntis,1,4
amto,19,15
dsio,3,1
ěcov,1,2
o 49,1,2
zeum,46,12
ahro,1,2
hýbá,1,10
ik k,3,24
vojí,1,83
ržíš,1,4
ouho,1,235
lani,43,3
o dę,2,1
st ż,65,1
jí a,1,15
 puš,1,3
8 si,2,1
y nę,4,1
iků ,1,2
sbur,2,1
zkat,4,1
lavy,1,19
tą s,34,1
l hy,1,2
niče,1,57
i mé,1,18
ajče,1,2
jší ,1,116
m sá,1,22
"liś,4,1
wzor,12,1
ezon,20,1
ub d,9,1
ízdi,1,2
epru,1,2
usml,1,2
dpią,3,1
gapu,14,4
unni,2,1
ń ka,2,1
ň v ,1,3
rotę,2,1
kole,480,183
inią,15,1
nord,3,1
imo ,101,14
iqui,2,1
"uza,1,2
ílýc,1,2
wałc,5,1
uś d,2,1
"wez,5,1
iplo,1,2
hę b,9,1
wosł,7,1
19 k,2,1
0 ra,6,1
obby,47,3
erkw,3,1
 duh,1,12
 dj-,2,1
vě u,1,7
koni,203,13
arkk,3,1
ři k,1,32
tty",2,1
d zl,1,5
nzov,1,2
lejn,80,1
č sv,1,3
ží c,1,3
ubło,2,1
mít ,1,178
hová,1,83
s dř,1,2
ew c,3,1
lšov,1,2
rpły,2,1
ahlo,2,2
1789,1,2
ut v,1,10
ameš,1,3
yłkę,20,1
didl,1,3
b ge,2,1
nc z,1,2
ce 2,1,6
ijce,2,1
ożys,5,1
t šp,1,14
ý kn,1,3
ółac,4,1
acem,2,1
kuř ,1,6
he c,2,1
skoz,2,1
iwis,2,1
ng p,8,1
i dc,1,17
ávra,1,9
tějt,1,2
sneš,1,2
ę us,48,1
