Trigram,spanish,portugese
rra,4355,4228
 xp,1,4
 —i,3,1
 áz,6,2
"f",1,2
i' ,1,3
¡ay,76,1
umk,2,2
núp,3,4
an;,11,1
tsa,22,117
tsu,32,20
908,2,4
ôpe,1,2
 ¡y,45,1
ups,7,1
ánu,7,1
ank,35,27
3 c,7,7
"ἀρ,1,2
íge,168,88
030,3,5
êm-,1,9
ume,1052,1376
nt”,1,4
00-,2,3
v o,1,11
rné,28,6
icc,573,4
¿oy,18,1
rôs,1,2
rn],1,2
zos,602,14
gis,171,191
s"m,2,1
al”,1,8
¿au,2,1
qut,2,1
fuv,1,5
e4 ,6,6
oyó,136,1
a’l,2,1
»"q,2,1
á (,1,3
9 o,1,3
ks",2,3
myr,1,5
d)o,1,2
āo ,1,8
ts-,1,5
k 2,1,2
otr,5659,14
na»,2,1
olh,2,3966
— n,5,31
nds,5,10
iqa,2,1
7 é,1,4
879,1,2
i¿c,2,1
moí,1,17
ôde,1,215
idr,190,262
-cê,1,2
ii ,25,20
tij,121,38
ces,8425,2404
ixí,1,3
óbr,3,17
x-t,2,2
389,1,2
fló,15,13
 có,1538,186
 ó ,5,68
pra,2830,4164
m 8,1,11
uá:,2,1
cai,86,1626
 ox,91,58
dop,151,13
ún",2,1
iff,26,25
cúm,8,17
pc",1,2
«¿o,2,1
díp,3,1
hús,17,1
​ o,2,1
ker,75,35
-ei,2,70
uov,2,1
bró,144,18
rà ,2,2
pru,476,79
em),1,3
 él,4912,1
¡¡y,2,1
"ar,46,45
pá»,2,1
y -,4,1
amo,9745,12702
lép,3,3
cde,4,1
ste,16413,11859
uíz,2,71
224,1,3
gmá,16,15
cát,7,4
 $ ,1,10
edé,190,1
ltd,2,2
k j,3,2
o m,15273,24914
áuf,5,4
ura,6149,6374
te–,2,1
aɣe,2,1
n 2,99,4
fev,1,78
 8:,16,7
rpé,1,26
ãs:,1,3
στο,1,2
 w ,1,3
k é,1,35
id ,209,38
δh ,1,3
03%,1,2
ăo ,1,2
7 p,8,8
rod,1117,829
x o,1,3
é-p,1,4
pía,79,28
cír,138,55
71),2,2
psu,12,5
gi:,1,2
pmi,1,2
sko,10,7
moa,13,26
smo,2570,3725
z i,40,849
897,2,1
√3 ,2,1
uét,52,59
low,26,35
sur,765,1165
voé,2,1
io»,2,1
¡pa,74,1
lfú,5,6
nde,10270,14495
nas,6530,4818
l)o,1,2
c y,17,1
860,3,3
 se,39274,56785
hvi,3,2
ui),1,2
bié,1594,1
$12,3,2
crè,2,1
mso,8,7
pué,1544,1
eúd,1,54
o o,1,2
itô,1,2
fad,469,761
gel,491,555
ays,26,8
rsh,6,4
uí:,3,1
zez,2,5
"id,12,17
235,2,2
6-8,1,2
p k,2,1
el”,1,3
690,1,2
— o,2,31
vên,1,61
"us,143,22
bge,1,2
o-a,7,103
/sr,1,2
nsn,4,2
slâ,1,38
nte,39039,45375
es ,3,5
tza,5,1
eev,10,11
ĝi",1,2
año,5942,1
mbs,2,2
 jó,217,11
ñal,291,1
hór,10,2
"im,30,31
pét,22,40
igi,866,1383
eeu,15,4
élv,52,2
ñea,5,1
2:4,2,2
opá,2,3
tfl,2,10
8 k,5,1
riâ,1,39
edy,16,8
po),1,3
séi,64,1
w p,1,2
sám,3,2
clã,1,5
«pe,9,1
kes,37,37
odg,3,3
ubo,423,309
l;",1,3
uaí,1,6
”; ,2,15
hqs,1,2
la),2,3
; g,6,5
 (e,14,34
ozg,1,2
fuç,1,2
its,10,6
en:,15,1
ff),1,2
 98,6,4
c =,1,3
co—,2,1
my ,27,22
léz,2,1
 ás,19,95
898,2,3
"os,38,918
 ¡s,88,1
ós>,2,1
olm,75,52
 7-,2,1
edb,1,10
014,11,29
ild,73,63
h u,2,1
tya,4,5
cuz,8,9
ruí,26,416
ith,86,85
udc,1,2
lót,1,5
ull,546,13
og;,2,1
ncr,293,319
aac,17,87
iz ,665,2516
xal,12,75
—; ,4,1
eeh,3,1
zéf,1,3
e-n,2,95
fle,276,309
"aj,2,33
gav,36,226
ást,294,221
ímp,55,107
:"m,2,1
–ex,3,1
bup,2,3
¡no,979,1
eth,54,51
h-u,3,1
y) ,3,4
 ho,9002,9855
sov,58,55
ieo,1,2
í h,407,4
nsw,1,3
l-l,9,1
ão»,1,2
"h",3,2
avê,1,2
flâ,1,5
 aé,48,31
t'',1,2
óge,78,10
vle,1,2
i-v,2,47
euz,1,7
uén,96,3
 8$,2,1
eul,2,9
anê,1,26
 7%,4,1
l ó,25,1
ime,2992,5435
mzé,1,2
ão ,19,84842
»"o,4,2
1) ,3,4
did,2678,1761
sne,40,92
túo,8,1
¡ga,17,1
afô,1,4
fuñ,6,1
náv,1,70
"ut,4,8
wim,2,2
gss,2,1
eõe,1,77
9 p,9,13
sbé,2,1
sem,2078,8164
uf ,2,2
n x,6,1
i t,2082,1743
uéc,1,68
¡ap,54,1
kso,61,82
881,1,3
sa»,2,1
410,1,2
9x1,3,4
fod,3,18
00ª,1,2
ové,12,36
844,1,2
'am,2,3
gao,3,1
zab,158,17
 sz,4,3
deé,3,1
jda,2,3
 ​e,1,2
♗b5,3,3
liç,1,222
i-a,4,69
t-r,2,1
tez,172,1383
2h0,1,2
ani,2402,2437
ó 6,6,1
hea,21,32
die,5748,158
¿ap,21,1
hpv,2,1
zym,2,1
o i,3249,7558
eré,1133,2
 68,3,3
g v,3,4
nçá,1,20
a(h,2,1
a c,1,8
bpr,3,1
tár,94,458
kyu,9,3
veó,2,1
ita,9597,10393
"1+,1,2
n á,368,1
-sô,1,2
kaj,2,2
vrõ,1,9
ipl,147,199
ii',1,2
eu",2,7
3m ,1,2
rt ,69,63
¡pí,4,1
ua ,1594,9636
n'r,2,1
 «i,3,2
"-h,1,2
ros,9034,6270
nuó,38,1
bjo,1,2
faw,1,2
n &,2,2
ödi,2,3
q i,1,2
áfo,98,32
el",8,14
nsó,174,8
¡br,10,1
«y ,3,1
 ií,1,4
dsl,1,2
-“a,1,2
006,9,14
wha,19,113
–no,6,1
tph,6,17
ot ,60,12
 b",1,2
y á,23,1
​to,1,2
jel,24,6
jia,3,5
vno,1,2
-ne,3,8
udó,257,1
' m,2,1
aam,2,2
coó,1,39
j u,2,1
 dv,15,12
ui",2,5
idó,256,2
cní,1,9
12:,4,2
xir,4,7
aca,3730,3069
bof,30,6
אַל,2,1
oad,4,201
tor,4959,4000
udá,38,595
— ",24,9
¿us,241,1
 iç,1,6
dê-,1,290
xpõ,1,9
zo;,1,3
—pr,20,1
bem,621,5369
75a,2,1
co),2,8
kko,9,3
leu,14,254
a"¡,3,1
sa;,15,21
ánn,2,1
6 a,22,28
ráu,3,9
+20,2,1
lsd,2,3
'cr,2,1
jak,5,1
["n,1,2
 gê,1,235
– s,4,13
ací,814,66
'o',1,2
1 s,4,3
u 9,1,6
tup,196,85
etz,16,3
2 g,2,3
: _,3,1
ohu,1,2
rjú,1,4
mof,12,32
r-e,2,1
/ (,1,14
avr,2,1637
“e ,1,3
siõ,1,11
 ¿r,9,1
í é,7,19
nói,2,7
pao,6,9
sfr,574,265
 dá,67,633
“ol,1,4
re ,15093,10148
ugo,146,53
cáu,3,3
wat,9,21
psh,2,1
rnê,1,4
iñi,45,1
dác,10,12
sti,4734,5545
; s,104,80
ô v,1,15
² −,1,2
sr",2,1
 bx,1,2
imh,2,1
ul-,1,20
-pl,2,1
iqi,1,2
gês,1,2
e/o,1,3
tú",3,1
ecé,127,41
geb,5,6
 ór,135,111
ppu,1,2
crí,276,296
fue,8812,1
gcu,2,1
33 ,10,11
o á,48,289
toá,1,3
alj,2,7
m 4,1,28
 69,2,2
gdy,4,1
rkm,2,1
eto,1530,2485
"wa,3,6
6 5,2,1
신» ,2,1
 ♘f,1,2
vom,42,49
tal,4516,4169
577,2,2
pón,790,2
ajú,4,1
ab+,2,1
 ¡n,123,1
00m,1,2
pug,48,10
xun,2,1
nã;,1,2
fás,5,5
lüh,1,2
f j,1,3
2) ,2,4
ids,2,8
oc-,1,2
gán,66,1
 —p,21,1
"vê,1,19
u ô,1,11
liã,1,12
6 é,1,5
o-f,1,17
ijó,17,2
m z,3,80
nd",2,2
huy,126,2
a y,4278,118
nir,882,135
bía,4079,40
ubw,2,1
tii,4,1
trê,2,2023
xeu,1,19
cbo,1,2
biz,19,21
á o,322,1296
¿av,3,1
”o ,1,5
wns,1,3
ta¿,2,1
ou:,2,91
raß,1,4
x-a,3,8
 zâ,1,4
gív,1,47
 (4,4,3
rmv,1,2
iã ,1,9
j b,3,1
áfe,1,43
erm,7624,3585
…"h,1,2
ulc,330,69
r ¡,2,1
izz,151,170
mé ,257,15
¿mu,7,1
da»,4,2
0m ,1,2
jie,20,1
 -i,9,1
 aú,713,1
já ,42,5146
h00,1,33
fúl,1,3
çud,1,8
ulú,2,1
;po,1,2
oa",1,3
cop,437,562
oqu,549,618
m í,1,23
ó z,14,1
oêm,1,2
nh',1,3
rae,680,254
jân,1,2
gó ,1087,1
id-,18,16
pou,2,3132
kij,2,2
/8 ,1,3
neq,3,8
a ¡,6,1
"rí,3,1
hn¿,2,1
(ou,1,26
rea,3452,2659
ezc,483,1
158,1,2
fic,4292,8952
7-5,2,1
sív,1,1227
x +,2,2
o 5,18,24
il;,6,15
zud,9,1
kav,1,2
u¿q,2,1
op”,1,2
m d,1170,13028
 8h,1,18
eko,5,3
xet,1,2
rió,1875,29
 -s,6,1
e/ ,3,2
ó “,2,1
ró:,3,1
nít,4,13
; /,1,101
é p,1402,2556
ffr,5,1
fos,107,1098
u-u,3,1
¡ot,6,1
ógn,3,3
ïll,2,1
nól,3,6
ice,2999,500
esh,168,9
"já,1,268
сь],1,2
 rô,1,8
fió,23,1
n (,13,4
au ,10,292
sis,1346,1719
e-a,1,145
tí ,351,1
¿pr,86,1
k a,14,31
 ná,39,24
807,3,2
jui,113,79
cká,3,1
coi,127,4133
jo-,4,34
erú,22,1
tad,7493,6143
ccm,1,2
ílu,1,16
éut,23,1
oum,3,3
rx ,5,3
aij,2,8
= a,1,2
»y ,2,1
er ,23559,37290
pé-,1,5
zet,2,6
pte,108,68
pig,26,43
s :,2,1
s ó,72,225
 qr,1,5
unn,4,3
hê-,1,5
(em,1,14
r-d,2,35
bú ,10,1
ngí,25,17
pro,11341,12585
g n,15,11
sbr,5,3
fe",1,2
0 °,1,3
riy,3,2
b” ,1,2
mah,28,20
owe,38,39
tef,13,7
¨ ),2,1
ge),1,2
łys,2,3
u ó,2,21
g t,14,13
rús,3,162
ewi,5,4
(fe,1,4
é"e,2,1
¿ok,4,1
322,1,3
utâ,1,4
— s,6,25
is ,5920,21274
¡ví,3,1
çár,1,2
es),12,11
¡el,132,1
ócl,1,3
"ní,1,2
utã,1,25
-ét,1,2
rúp,14,16
s” ,5,8
ná-,1,91
feb,60,117
os-,2,73
ν s,1,2
 4:,10,2
nám,27,3
órc,5,45
 (i,13,20
-fo,1,24
994,7,6
sôn,1,27
10h,2,12
axy,1,2
 yo,3395,183
zri,4,1
ixõ,1,10
á c,1485,3398
ga»,2,1
leg,4838,1302
dıl,1,2
la ,79113,20387
сep,2,1
910,3,4
x²-,2,1
—gr,4,1
mém,12,9
5 +,1,2
 —m,5,1
"“m,1,4
kau,2,2
sta,37544,34448
 um,15,47405
jiu,1,2
stw,3,3
778,1,2
jul,162,298
+ e,3,1
«ad,2,1
ipi,464,145
sót,56,43
«ha,7,1
stô,1,87
& (,1,2
"ka,18,12
' o,1,6
aut,2140,737
frã,1,2
ewa,4,5
(+4,2,1
tó:,20,1
íma,11,11
l'',1,3
las,20378,4992
aud,283,705
ghá,4,1
kh ,2,2
nif,789,740
cac,1439,1552
naé,1,2
hko,2,2
""ê,1,3
—¡¿,2,1
"su,507,208
búz,1,2
182,5,7
tsw,1,2
  f,1,2
 lc,2,3
 fd,2,3
 5 ,1,3
cel,1289,1068
 99,14,4
rl-,3,1
035,1,2
g r,4,3
ro",35,21
bdô,1,4
inp,1,2
123,6,7
 ko,118,57
lcé,2,1
nie,1316,129
umí,26,27
uv ,2,1
 ní,10,138
íça,1,61
ryd,2,1
per,21865,17470
 hö,2,1
 (x,2,1
aav,5,1
-14,2,1
íbu,31,8
119,5,5
: u,50,65
697,2,1
h q,7,6
eff,13,18
mou,12,899
¿or,3,1
hrá,3,1
ígd,3,3
sáb,239,319
oit,10,2964
uea,133,58
üén,2,1
dúc,10,1
iĝo,1,2
apü,6,4
lri,2,1
s $,2,3
¡de,238,1
í-l,1,23
dep,1011,2190
 én,14,1
jor,3198,508
e é,1920,7070
uae,2,3
¡se,83,1
‎nu,1,2
opa,1330,651
800,8,11
em—,1,2
hí ,469,1
"¿é,26,1
 iĝ,1,2
: ',17,5
d/s,1,3
z"",16,9
lii,16,4
ú f,12,2
fai,11,55
éet,2,1
o 9,10,12
 oy,228,1
íto,16,6
ckd,2,3
pan,1430,1733
-ji,1,3
spú,1,3
ado,31677,27754
ocí,353,55
xés,1,2
446,2,1
erí,6171,810
-al,3,30
-4 ,1,2
acç,1,8
 h5,2,1
я г,1,3
écn,106,90
rót,27,21
ehá,1,2
ntt,2,2
om ,2,3
eks,12,1
62 ,3,3
tov,10,29
799,2,1
opd,2,1
ekk,13,5
náh,18,1
iá ,16,2
ísa,36,4
 us,3552,2149
ουμ,1,2
u j,178,1125
8pm,1,2
weó,2,1
uán,3005,1
) l,1,2
y y,802,1
gfi,2,1
v/m,1,2
—¡a,4,1
p f,3,5
emu,65,108
ô u,1,3
310,1,2
pcc,3,1
a)",1,2
’ y,2,1
d’á,1,7
icé,28,2
h» ,2,1
tou,17,12159
lqa,2,1
gre,1644,1733
wan,42,31
ayá,39,1
kik,11,11
puj,74,3
330,1,2
“-e,1,2
¿ad,121,1
l ñ,11,1
iun,106,33
bá-,1,10
a/q,1,2
pcr,3,1
táv,1,758
@ta,2,1
 è ,1,3
efó,58,5
ze ,5,479
¿ri,2,1
osó,34,11
"ór,1,4
ihi,8,6
dáp,2,21
026,1,4
rój,20,1
dón,2912,2
ém;,1,8
ihu,13,2
mec,176,448
d+2,2,1
ū"",1,3
man,11171,9934
óse,9,7
оди,1,3
s/c,1,3
deb,6524,290
uoi,2,4
> y,1,2
 9º,1,2
f s,10,9
nzé,2,14
eov,3,5
j a,21,2
leh,5,3
feá,1,2
bês,1,30
2/7,2,1
o\\,1,2
o h,11491,4540
ngú,690,10
naí,13,4
êij,1,3
tts,3,7
tex,218,299
7h0,1,4
/ t,2,86
ptô,1,3
5:0,7,2
fif,4,14
lgó,54,1
 27,15,16
¿"",4,1
-ab,3,2
anã,2,38
xt",2,1
""",1197,2220
0 +,1,2
unã,1,2
csi,4,2
yaz,5,2
øib,3,1
 hz,1,2
 ki,353,47
»"t,16,2
óci,8,281
érv,10,75
naq,9,587
agâ,1,2
bav,2,24
ryg,1,2
usõ,1,52
ini,1759,1697
xíg,50,2
úpu,22,11
16:,1,2
"em,46,854
bsa,3,4
«¿l,5,1
kae,1,2
"êx,1,3
er ,1,3
oaç,1,24
61-,1,2
piz,380,209
 pá,759,821
62%,1,2
i ",10,9
u q,15,4389
¡vu,20,1
zal,62,5
»a ,2,1
boż,2,1
oos,19,20
bê-,1,21
epó,33,23
uió,311,1
odí,911,59
koe,2,4
dêu,1,2
a/m,1,2
mkh,1,3
'vc,1,2
 co,63955,75497
261,1,2
íra,67,179
stn,2,2
rél,2,2
ra",37,32
wc ,1,7
mbê,1,3
ês),1,6
o-á,1,2
«¡a,14,1
> s,1,2
cov,42,291
tle,69,77
nk ,15,16
tga,1,2
odã,1,30
ásk,2,1
"'v,1,2
-h2,2,2
 nu,2,1
lgä,2,1
bse,329,326
esí,125,10
yos,167,4
fâm,1,6
r 3,21,29
iʻi,3,1
 ús,2,1
ágn,2,1
güi,55,1
> a,1,2
jil,159,6
dhu,3,2
is",7,22
r 6,3,14
lañ,10,1
ti ,387,547
¿em,6,1
omp,7738,7686
” y,4,1
arl,3206,190
ūdi,2,1
"so,678,458
-¿s,4,1
90%,6,3
e —,11,23
"cé,2,6
oup,3,605
j s,24,1
aoa,2,1
azé,1,15
"ô ,1,5
«an,4,1
ssi,44,4856
¡su,26,1
níq,15,11
hou,14,1651
885,2,4
tañ,529,1
guq,1,17
ilb,80,12
xa ,3,819
 ep,54,75
"ca,354,362
iwn,1,2
 70,34,25
çás,1,2
rss,13,7
ok:,2,1
e y,3169,35
"d-,1,2
anm,58,2
or—,2,1
"j",5,3
m a,826,14788
axi,313,129
lác,56,104
goc,373,65
etw,1,2
no¡,2,1
jet,720,808
¿ne,82,1
eíf,1,2
duk,3,3
​ p,2,1
zoe,1,3
rpá,1,2
o π,2,3
fiv,1,8
"ea,3,1
833,2,1
e"o,1,2
kaw,14,7
hma,9,7
a 4,23,24
 - ,140,455
-¿p,2,1
uva,78,772
xúr,1,5
níl,2,1
uo-,1,3
iu;,1,3
oay,5,1
/(m,1,2
 '/,1,2
»du,2,1
iál,16,20
lne,21,23
ri",2,10
□ s,1,2
rh ,4,1
 pn,1,61
áut,5,3
ágo,11,45
ésm,5,1
fto,2,3
láp,196,208
c8 ,1,2
wi",2,1
 29,10,14
àbr,2,1
¡ar,20,1
' h,3,1
 só,945,2447
ibm,5,5
odá,18,30
(ni,1,2
ó y,313,1
ld ,22,22
yum,47,18
jos,2664,528
güe,362,4
dod,6,5
xup,3,3
yau,2,1
g y,13,3
xt',1,2
çõe,1,2136
ul;,2,2
“gr,2,3
ocs,2,5
atw,4,1
“aí,1,2
(pu,3,1
rün,2,1
lls,10,3
nno,51,22
léh,1,2
¿gi,3,1
t&t,2,2
arô,1,7
l' ,1,3
fém,2,13
tiv,2546,5577
''v,1,10
ẽ v,1,2
dy ,48,31
upc,72,10
pem,20,60
rá;,6,8
“ve,2,9
méz,3,1
téd,1,16
ubl,252,249
m-m,2,266
i c,2344,2911
t t,18,17
ecy,1,2
lóf,7,1
équ,5,12
 a4,1,2
urs,573,717
 -n,7,1
gep,2,4
üey,17,1
az-,2,40
ajö,2,3
ilf,10,1
0-4,2,1
her,3573,2327
enú,69,30
cê;,1,7
sió,2322,1
sad,3915,4028
μm ,2,1
ywa,1,3
cúc,30,1
fol,67,441
"" ,756,811
aid,99,96
uéb,25,1
dál,3,22
uda,4956,6575
:30,107,128
185,9,8
ugb,13,2
íle,5,2
ó «,3,1
kah,8,6
 ví,312,402
lsá,2,7
803,2,2
ê í,1,2
: —,1,2
 <c,2,1
moy,5,3
"¿",3,1
ge",1,3
rue,848,181
drã,1,179
bed,179,323
mó—,2,1
"ke,21,21
rno,2263,1579
tip,891,826
é-i,1,2
iwi,10,3
é z,14,12
biñ,3,1
gâm,1,4
»va,2,1
axu,1,4
om;,3,5
"“e,1,8
vrã,1,9
vis,4462,3550
8 l,5,5
ndr,1815,403
apõ,1,4
ipê,1,2
i-c,1,4
à 1,1,4
 lf,1,3
¡sá,13,1
7 s,2,2
âng,1,95
"jó,1,2
iáv,1,136
"fa,23,415
háv,4,42
ríl,7,13
wmv,2,3
aur,538,515
lúv,1,26
abó,262,37
arw,21,12
nóp,1,4
stl,4,2
"11,1,2
skt,1,2
¡fe,51,1
eud,125,20
tug,310,761
rzl,2,1
rei,596,7631
mó;,2,1
añi,65,1
* ),2,1
)"a,2,2
hex,8,15
do¡,2,1
683,2,2
ikh,5,1
foo,16,11
vet,213,271
axa,10,148
pád,1,3
i-2,1,2
08:,2,1
si ,7821,436
269,2,2
c b,1,2
oo ,23,125
3-b,3,3
n í,13,1
el ,65834,2618
bom,311,2533
aĵo,1,2
lés,1461,36
 “f,1,8
6h0,1,3
m o,136,8002
«ni,3,1
ehu,52,6
 é;,1,2
i à,1,556
¡ex,10,1
is ,1,2
rdã,1,116
ex",2,1
 °f,1,4
eã ,1,8
lbr,7,5
"ĉi,1,6
""ö,1,2
– é,2,13
ih ,2,1
q a,1,3
"-¡,2,1
mân,1,118
áin,2,2
eix,2,4246
170,2,3
"c ,1,2
kjö,1,2
oab,15,23
nut,840,795
> d,2,1
jei,3,766
`sí,2,1
mee,7,7
ta–,2,1
031,1,2
án),2,1
5 u,2,2
bbq,2,1
— j,1,3
nz ,6,3
g u,3,1
í"",23,3
svæ,2,1
néi,226,22
 ie,1,85
37 ,5,5
 dr,301,298
"põ,1,7
sae,6,38
pij,31,21
boa,19,1448
c-r,1,2
êns,1,6
e $,5,7
 ¡d,42,1
zla,5,1
are,6960,9978
sân,1,13
e #,2,4
blá,74,8
ss ,18,18
á “,1,2
hés,7,1
e--,2,1
nhé,1,2
 —l,4,1
; ó,1,2
"ci,54,36
4h0,1,3
nçó,1,26
lbt,2,1
"po,1708,2789
 (o,9,43
r x,1,57
alf,226,204
> e,1,2
eys,2,2
álb,35,41
ot-,1,2
zic,1,5
écu,36,263
eo»,3,1
doe,12,946
ñén,2,1
02 ,3,5
pip,40,66
 12,76,68
"dé,77,3
(ag,1,2
wit,38,43
-36,1,2
gó",2,1
kdo,1,3
 “u,1,11
áaq,1,2
ómi,232,19
vcs,1,2
rvo,129,1213
"ág,1,13
imõ,1,11
lpi,60,53
e p,1,2
"bi,71,19
biv,3,1
rar,8193,9177
il”,1,2
díe,5,1
dse,11,4
dni,13,3
ã; ,1,15
3/7,1,2
ivr,1,3691
“ge,1,3
"an,315,249
g/(,2,1
edi,4777,5524
jp-,2,1
itã,3,105
ró;,2,1
urk,16,5
dai,14,64
o-n,4,115
éun,2,1
7 h,7,8
ahv,212,1
boq,21,22
tér,160,382
aiô,1,8
xyz,5,4
enc,10511,6028
iae,1,6
0 v,15,10
zug,9,8
bro,4115,1696
o-m,3,389
“pl,1,6
vuz,7,4
ssf,1,2
os',3,9
noj,306,53
ek ,16,6
mpy,1,2
4h3,1,10
s _,1,2
teb,63,486
ml ,1,4
 “-,1,14
ch",5,3
yal,7,6
 ô ,1,2
rpã,1,6
pég,12,4
-di,17,108
bé ,285,14
ñaj,4,1
“mi,1,3
ª g,1,2
 fà,2,1
rbi,225,207
–¿n,2,1
d g,42,6
żen,2,1
a6 ,2,2
cum,1041,536
nab,370,18
/ad,4,1
ocã,1,2
zál,4,6
o-h,6,5
víd,95,222
rnw,2,2
º c,6,4
í t,411,12
rry,64,61
"ye,2,2
spa,2515,1324
lló,386,1
r”:,1,2
bíd,1,3
ê r,1,374
 ĉi,1,3
"au,258,9
aic,149,127
ní;,2,1
nek,2,3
dín,452,1
«nu,2,1
”di,1,2
s j,1,2
póc,30,28
¿po,3499,1
uė ,2,1
«¡e,9,1
 ir,4247,7921
tau,374,407
"ól,1,3
séa,4,2
ozn,5,1
"εl,1,2
bíb,3,89
 áp,9,5
ngt,30,30
etâ,1,15
¡ey,3,1
atj,3,2
taq,143,211
 0º,2,1
¿bu,14,1
nn",1,2
ltâ,1,6
rux,3,60
 tó,45,223
á à,1,181
y d,3059,399
sza,2,1
wna,2,2
à z,1,2
obá,17,1
sím,86,195
feu,6,13
sui,232,330
2h4,1,3
egí,54,137
a"n,2,2
0"e,2,1
tóp,18,28
345,2,1
lfí,16,1
"ef,6,3
úng,63,115
rún,2,1
pít,54,39
6 m,10,9
ury,4,4
ín:,4,1
rf ,7,4
igh,17,9
"50,1,2
636,2,2
226,2,3
p s,4,6
¡vo,36,1
oog,43,67
ox ,8,6
suf,1130,656
39º,1,2
édi,706,1628
dda,6,3
oaq,6,4
bud,60,53
afg,9,1
ú s,145,4
lyi,5,4
um;,1,2
mas,5374,8972
215,1,2
u d,819,6676
'"e,3,6
lpó,40,1
ub ,89,1
x e,30,19
mül,5,3
igd,2,3
ofí,81,24
bje,369,434
"vã,1,11
or ,3,1
jós,2,2
y +,2,1
-ac,2,2
dga,4,5
le”,2,1
bys,3,1
eed,48,14
927,5,4
âns,1,89
 as,4658,12843
osm,25,18
sav,9,881
ujõ,1,2
» d,8,2
htú,2,1
öck,1,2
(au,2,2
íab,2,1
" -,15,4
dei,19,8100
ouk,2,1
(so,2,1
ço-,1,92
oyd,6,6
fir,497,761
mub,1,2
agê,1,43
vás,4,19
é 6,1,3
paí,1357,1307
rít,136,133
gh ,9,5
zzl,5,1
b b,3,5
ouf,1,2
xad,5,608
eún,25,19
víq,1,2
“vo,2,10
áll,54,1
ócr,70,54
 cb,2,1
ibú,13,1
gim,163,96
poe,363,481
-0 ,3,3
açô,1,2
svo,2,8
ômi,1,159
be",2,3
ez-,1,24
cáb,14,7
16h,1,2
sên,1,94
o't,1,2
utó,97,31
síf,5,3
mói,1,2
zés,1,36
"vl,2,3
(19,3,5
¿dí,2,1
er),5,5
4 y,10,1
-ca,6,58
bic,732,640
 pο,1,2
(cu,2,2
+ 2,2,2
ból,25,18
exc,801,670
xōc,12,1
kim,26,11
zęs,3,1
atê,1,13
kê ,1,2
¡ac,24,1
wak,6,2
”sã,1,2
80g,2,1
msa,2,3
dic,5989,2300
tbu,3,1
hns,23,21
ógr,63,64
ans,1825,2075
k q,7,7
4 3,2,1
i 9,1,2
bão,1,75
2 q,3,4
bi ,17,317
54 ,8,8
gay,68,28
: 1,4,9
の？',2,1
a 8,7,13
a d,29554,33969
lóq,2,4
¡ic,2,1
ig-,3,3
oie,3,20
/ f,1,54
lvi,2061,304
e¿q,2,1
"“é,1,3
 –g,3,1
núf,2,3
 ly,9,12
 67,5,7
 “n,4,20
í ",3,1
réi,324,11
352,2,1
buo,1,5
d'á,1,91
l)t,1,2
¿al,380,1
oze,3,219
l h,3422,128
rma,5682,3073
 —d,30,1
uzh,3,2
4-5,1,3
ing,4832,5980
vi”,1,3
íci,1106,2904
tã ,1,13
rty,5,3
09),2,4
:"i,1,2
“sk,1,3
2x²,1,2
s-a,3,5
89º,1,2
” h,1,2
but,47,50
hái,11,1
ite,1165,4574
ia',1,3
 cs,2,5
'_',1,2
ubs,41,270
' ',6,19
l-f,2,1
350,7,4
ɣ a,2,1
 lw,3,1
óho,2,1
"ri,15,24
ãqu,1,2
gog,27,17
-bi,3,7
yús,28,1
nét,78,53
gec,4,1
dóp,6,2
upa,1539,2297
ohn,673,490
-me,10,3320
tem,3317,20089
912,7,6
ouj,2,9
¡ah,75,1
suv,3,5
sga,112,100
e¿t,3,1
í i,38,6
ebb,4,6
ht ,7,4
cko,2,3
kiu,1,3
dmu,2,3
oyá,8,1
ny ,45,54
êut,1,17
nlu,2,5
osa,5422,2679
une,621,124
(¿o,2,1
¿ha,1634,1
reg,5107,2849
meá,2,5
agg,2,1
tzg,1,3
eyu,3,1
rré,58,2
250,10,14
ízo,1,55
dsm,1,2
 m ,3,8
 « ,2,1
a â,1,11
m 9,1,8
í ¿,3,1
tió,1210,7
o-p,9,69
u-p,1,4
dat,445,260
nah,62,2
a"l,3,1
eok,2,2
ffi,2,8
»so,3,1
¡sc,4,1
"tc,1,10
ovs,1,4
aíd,322,287
isf,682,335
184,6,12
íço,1,23
ñer,269,1
lts,1,4
a13,2,2
¿sí,7,1
 –m,2,1
− 2,1,2
wah,2,1
ocy,2,1
…"¿,2,1
us:,1,15
0 m,143,167
aús,1,5
o 3,36,47
fah,5,5
-dr,2,5
suk,8,7
pyl,1,2
 1:,3,2
rer,1263,1383
éfi,23,30
nnc,2,1
n 5,40,2
(se,4,11
abn,3,5
-ód,1,2
kóf,1,2
 ¿с,2,1
no—,2,1
"el,4610,4648
e 0,8,10
¿ba,12,1
hiʻ,3,1
á a,1,2
c4),2,2
ê o,1,532
8–5,1,2
nló,1,3
anu,339,222
écr,1,2
fte,3,2
iaf,4,6
isp,793,691
uer,13130,15019
saõ,1,3
a-s,5,797
rív,2,531
zár,6,2
222,2,2
eïl,2,1
h g,3,4
s--,2,1
 ui,5,26
sum,616,379
rdw,3,5
u-v,1,2
yrü,2,1
(pd,1,2
¡¿s,2,1
dób,6,1
voa,2,398
m –,1,17
a';,1,2
ort,6088,9595
-es,20,55
enê,1,3
mcb,1,3
"ku,8,5
